,school_code,school_name,Year,Attendance
8872,2038,Gooloogong Public School,2015,93.1
8873,2041,Goonellabah Public School,2015,88.3
8874,2042,Goonengerry Public School,2015,92.8
8875,3985,Gordon East Public School,2015,96.0
8876,3943,Gordon West Public School,2015,95.9
8877,8515,Gorokan High School,2015,86.3
8878,4517,Gorokan Public School,2015,92.1
8879,4218,Gosford East Public School,2015,94.4
8880,8115,Gosford High School,2015,91.7
8881,2049,Gosford Public School,2015,95.1
8882,2054,Goulburn East Public School,2015,95.8
8883,8116,Goulburn High School,2015,89.8
8884,2055,Goulburn North Public School,2015,94.4
8885,2053,Goulburn Public School,2015,93.2
8886,2056,Goulburn South Public School,2015,93.7
8887,3741,Goulburn West Public School,2015,94.8
8888,4567,Governor Philip King Public School,2015,94.3
8889,8117,Grafton High School,2015,87.0
8890,2060,Grafton Public School,2015,92.9
8891,4609,Grahamstown Public School,2015,94.0
8892,8811,Granville Boys High School,2015,85.3
8893,5236,Granville East Public School,2015,95.0
8894,2064,Granville Public School,2015,93.2
8895,8436,Granville South Creative and Performing Arts High School,2015,83.4
8896,2066,Granville South Public School,2015,90.2
8897,2068,Gravesend Public School,2015,95.4
8898,3914,Grays Point Public School,2015,95.8
8899,8534,Great Lakes College Forster Campus,2015,87.0
8900,8281,Great Lakes College Senior Campus,2015,
8901,8289,Great Lakes College Tuncurry Campus,2015,89.5
8902,2071,Green Hill Public School,2015,91.9
8903,2075,Green Valley Public School,2015,94.8
8904,1123,Greenacre Public School,2015,91.8
8905,2070,Greenethorpe Public School,2015,92.0
8906,4624,Greenway Park Public School,2015,93.5
8907,3872,Greenwell Point Public School,2015,89.1
8908,2076,Greenwich Public School,2015,95.7
8909,2082,Grenfell Public School,2015,95.2
8910,2083,Gresford Public School,2015,93.4
8911,2084,Greta Public School,2015,91.1
8912,8385,Greystanes High School,2015,90.5
8913,2086,Greystanes Public School,2015,96.1
8914,4268,Griffith East Public School,2015,94.0
8915,4027,Griffith North Public School,2015,92.6
8916,2087,Griffith Public School,2015,91.0
8917,4483,Grose View Public School,2015,93.9
8918,2093,Guildford Public School,2015,93.5
8919,4000,Guildford West Public School,2015,94.3
8920,4461,Guise Public School,2015,90.9
8921,2094,Gulargambone Central School,2015,84.8
8922,8546,Gulgong High School,2015,88.2
8923,2097,Gulgong Public School,2015,92.6
8924,2099,Gulmarrad Public School,2015,92.6
8925,2100,Gum Flat Public School,2015,95.3
8926,8442,Gundagai High School,2015,88.5
8927,2102,Gundagai Public School,2015,92.7
8928,2103,Gundagai South Public School,2015,95.8
8929,2104,Gundaroo Public School,2015,97.3
8930,8188,Gunnedah High School,2015,82.6
8931,2109,Gunnedah Public School,2015,91.0
8932,4018,Gunnedah South Public School,2015,93.7
8933,2111,Gunning Public School,2015,94.1
8934,2114,Guyra Central School,2015,90.0
8935,2115,Gwabegar Public School,2015,95.8
8936,4320,Gwandalan Public School,2015,92.7
8937,3826,Gwynneville Public School,2015,95.4
8938,2116,Gymea Bay Public School,2015,95.6
8939,4389,Gymea North Public School,2015,94.0
8940,8386,Gymea Technology High School,2015,91.4
8941,2117,Haberfield Public School,2015,96.2
8942,4611,Hallidays Point Public School,2015,93.4
8943,4590,Hambledon Public School,2015,94.2
8944,3897,Hamilton North Public School,2015,93.9
8945,7420,Hamilton Public School,2015,94.1
8946,3795,Hamilton South Public School,2015,95.2
8947,2128,Hammondville Public School,2015,94.7
8948,4494,Hampden Park Public School,2015,92.2
8949,2129,Hampton Public School,2015,91.9
8950,2131,Hannam Vale Public School,2015,95.3
8951,4092,Hannans Road Public School,2015,92.8
8952,2132,Hanwood Public School,2015,95.4
8953,2133,Harbord Public School,2015,94.8
8954,5118,Harcourt Public School,2015,95.6
8955,2136,Hargraves Public School,2015,92.3
8956,4628,Harrington Park Public School,2015,93.5
8957,2139,Harrington Public School,2015,92.6
8958,4314,Harrington Street Public School,2015,95.1
8959,2142,Harwood Island Public School,2015,94.6
8960,4598,Hassall Grove Public School,2015,92.9
8961,4524,Hastings Public School,2015,94.5
8962,8364,"Hastings Secondary College, Port Macquarie Campus",2015,87.9
8963,8554,"Hastings Secondary College, Westport Campus",2015,87.4
8964,8565,Hawkesbury High School,2015,89.1
8965,2145,Hay Public School,2015,92.8
8966,8119,Hay War Memorial High School,2015,89.1
8967,4399,Hayes Park Public School,2015,94.0
8968,3854,Hazelbrook Public School,2015,93.5
8969,5272,Heathcote East Public School,2015,94.6
8970,8246,Heathcote High School,2015,93.1
8971,2149,Heathcote Public School,2015,95.3
8972,4129,Heaton Public School,2015,93.2
8973,4447,Hebersham Public School,2015,90.5
8974,4336,Heckenberg Public School,2015,92.5
8975,2153,Helensburgh Public School,2015,95.1
8976,4619,Henry Fulton Public School,2015,93.1
8977,8467,Henry Kendall High School,2015,89.5
8978,2154,Henty Public School,2015,92.5
8979,2155,Hermidale Public School,2015,94.1
8980,2156,Hernani Public School,2015,96.6
8981,2157,Herons Creek Public School,2015,83.9
8982,2161,Hill End Public School,2015,96.6
8983,2166,Hill Top Public School,2015,92.0
8984,4318,Hillsborough Public School,2015,94.2
8985,2164,Hillside Public School,2015,95.3
8986,2165,Hillston Central School,2015,90.6
8987,3997,Hilltop Road Public School,2015,92.9
8988,4437,Hillvue Public School,2015,89.2
8989,4613,Hinchinbrook Public School,2015,94.6
8990,2167,Hinton Public School,2015,95.0
8991,4452,Hobartville Public School,2015,93.4
8992,2170,Holbrook Public School,2015,94.3
8993,2171,Holgate Public School,2015,95.1
8994,2172,Holmwood Public School,2015,96.3
8995,8424,Holroyd High School,2015,91.2
8996,8564,Holsworthy High School,2015,88.5
8997,4288,Holsworthy Public School,2015,94.1
8998,8151,Homebush Boys High School,2015,92.8
8999,2173,Homebush Public School,2015,95.8
9000,5251,Homebush West Public School,2015,93.2
9001,8120,Hornsby Girls High School,2015,97.4
9002,4274,Hornsby Heights Public School,2015,95.8
9003,4365,Hornsby North Public School,2015,95.4
9004,5191,Hornsby South Public School,2015,94.4
9005,2182,Horsley Park Public School,2015,93.7
9006,2186,Howlong Public School,2015,94.8
9007,8485,Hoxton Park High School,2015,89.9
9008,2187,Hoxton Park Public School,2015,94.1
9009,4407,Hume Public School,2015,89.9
9010,2188,Humula Public School,2015,
9011,8219,Hunter River High School,2015,86.2
9012,8819,Hunter School of Performing Arts,2015,93.0
9013,8233,Hunter Sports High School,2015,83.9
9014,8207,Hunters Hill High School,2015,91.6
9015,2189,Hunters Hill Public School,2015,95.8
9016,2190,Huntingdon Public School,2015,92.7
9017,8121,Hurlstone Agricultural High School,2015,95.8
9018,5195,Hurstville Grove Infants School,2015,97.3
9019,2197,Hurstville Public School,2015,95.2
9020,2198,Hurstville South Public School,2015,95.1
9021,2199,Huskisson Public School,2015,93.9
9022,2201,Ilford Public School,2015,94.6
9023,2203,Illabo Public School,2015,93.6
9024,4246,Illaroo Road Public School,2015,95.5
9025,8205,Illawarra Sports High School,2015,85.5
9026,4077,Illawong Public School,2015,95.0
9027,2204,Iluka Public School,2015,92.8
9028,8262,Ingleburn High School,2015,89.3
9029,2206,Ingleburn Public School,2015,91.7
9030,8122,Inverell High School,2015,89.3
9031,2209,Inverell Public School,2015,90.5
9032,2211,Iona Public School,2015,95.9
9033,4638,Ironbark Ridge Public School,2015,95.3
9034,8562,Irrawang High School,2015,87.3
9035,4372,Irrawang Public School,2015,92.3
9036,2212,Islington Public School,2015,91.7
9037,2213,Ivanhoe Central School,2015,89.9
9038,8263,J J Cahill Memorial High School,2015,87.6
9039,2218,Jamberoo Public School,2015,95.8
9040,8460,James Busby High School,2015,87.8
9041,8882,James Cook Boys High School,2015,88.8
9042,4579,James Erskine Public School,2015,93.6
9043,8266,James Fallon High School,2015,85.0
9044,8497,James Meehan High School,2015,82.1
9045,8235,James Ruse Agricultural High School,2015,97.8
9046,8559,Jamison High School,2015,88.3
9047,4544,Jamisontown Public School,2015,95.4
9048,4004,Jannali East Public School,2015,95.5
9049,3829,Jannali Public School,2015,95.7
9050,4382,Jasper Road Public School,2015,94.5
9051,2223,Jennings Public School,2015,88.3
9052,2226,Jerilderie Public School,2015,94.5
9053,4633,Jerrabomberra Public School,2015,95.4
9054,2231,Jerrys Plains Public School,2015,87.7
9055,2234,Jesmond Public School,2015,89.7
9056,4469,Jewells Primary School,2015,94.1
9057,2235,Jiggi Public School,2015,94.5
9058,2236,Jilliby Public School,2015,93.7
9059,2237,Jindabyne Central School,2015,93.4
9060,2239,Jindera Public School,2015,94.4
9061,8290,John Edmondson High School,2015,91.6
9062,4648,John Palmer Public School,2015,94.8
9063,4572,John Purchase Public School,2015,95.7
9064,4479,John Warby Public School,2015,88.8
9065,2245,Jugiong Public School,2015,93.9
9066,8179,Junee High School,2015,87.3
9067,2248,Junee North Public School,2015,93.6
9068,2247,Junee Public School,2015,92.8
9069,3874,Kahibah Public School,2015,96.9
9070,4515,Kambora Public School,2015,95.5
9071,8489,Kanahooka High School,2015,88.3
9072,8318,Kandos High School,2015,90.8
9073,2254,Kandos Public School,2015,91.0
9074,2255,Kangaloon Public School,2015,95.3
9075,2256,Kangaroo Valley Public School,2015,94.6
9076,2259,Kanwal Public School,2015,94.4
9077,3923,Kapooka Public School,2015,96.5
9078,8524,Karabar High School,2015,91.2
9079,2260,Karangi Public School,2015,91.9
9080,4488,Kareela Public School,2015,94.9
9081,8292,Kariong Mountains High School,2015,89.2
9082,4580,Kariong Public School,2015,93.6
9083,2263,Karuah Public School,2015,89.7
9084,8150,Katoomba High School,2015,85.9
9085,3987,Katoomba North Public School,2015,90.5
9086,4546,Katoomba Public School,2015,91.2
9087,4593,Kearns Public School,2015,94.0
9088,2267,Kearsley Public School,2015,93.7
9089,2270,Kegworth Public School,2015,94.6
9090,8541,Keira High School,2015,88.6
9091,2271,Keiraville Public School,2015,94.3
9092,2273,Kellys Plains Public School,2015,85.3
9093,8477,Kellyville High School,2015,93.0
9094,2274,Kellyville Public School,2015,95.1
9095,4639,Kellyville Ridge Public School,2015,94.8
9096,2275,Kelso Public School,2015,92.9
9097,4083,Kemblawarra Public School,2015,86.1
9098,3615,Kemps Creek Public School,2015,94.3
9099,2278,Kempsey East Public School,2015,93.3
9100,8123,Kempsey High School,2015,80.8
9101,4196,Kempsey South Public School,2015,87.4
9102,2279,Kempsey West Public School,2015,90.3
9103,2280,Kendall Public School,2015,97.9
9104,2283,Kensington Public School,2015,95.5
9105,4160,Kent Road Public School,2015,95.0
9106,2284,Kenthurst Public School,2015,95.1
9107,2285,Kentlyn Public School,2015,94.1
9108,2286,Kentucky Public School,2015,93.9
9109,4270,Khancoban Public School,2015,94.1
9110,8171,Kiama High School,2015,91.7
9111,2293,Kiama Public School,2015,93.7
9112,8457,Killara High School,2015,95.3
9113,3918,Killara Public School,2015,96.0
9114,8422,Killarney Heights High School,2015,94.8
9115,4386,Killarney Heights Public School,2015,94.6
9116,4426,Killarney Vale Public School,2015,92.3
9117,2303,Kinchela Public School,2015,92.9
9118,8585,Kincumber High School,2015,89.8
9119,2304,Kincumber Public School,2015,92.9
9120,4467,King Park Public School,2015,93.2
9121,4514,King Street Public School,2015,93.7
9122,4528,Kings Langley Public School,2015,95.6
9123,8579,Kingscliff High School,2015,88.6
9124,4054,Kingscliff Public School,2015,94.0
9125,8247,Kingsgrove High School,2015,91.1
9126,8221,Kingsgrove North High School,2015,89.6
9127,2307,Kingsgrove Public School,2015,93.6
9128,2310,Kingstown Public School,2015,89.9
9129,8458,Kingswood High School,2015,85.9
9130,4346,Kingswood Park Public School,2015,88.5
9131,2312,Kingswood Public School,2015,93.6
9132,4339,Kingswood South Public School,2015,92.4
9133,2314,Kirkton Public School,2015,95.1
9134,8437,Kirrawee High School,2015,93.0
9135,4075,Kirrawee Public School,2015,94.2
9136,2315,Kitchener Public School,2015,93.2
9137,8320,Kogarah High School,2015,89.5
9138,2319,Kogarah Public School,2015,94.8
9139,4409,Koonawarra Public School,2015,87.8
9140,2326,Koorawatha Public School,2015,92.1
9141,8483,Kooringal High School,2015,86.6
9142,4173,Kooringal Public School,2015,94.3
9143,2327,Kootingal Public School,2015,94.6
9144,2330,Kororo Public School,2015,92.7
9145,8423,Kotara High School,2015,91.5
9146,4203,Kotara South Public School,2015,94.5
9147,2333,Krambach Public School,2015,94.5
9148,2334,Kulnura Public School,2015,90.9
9149,8416,Ku-ring-gai High School,2015,93.0
9150,2340,Kurmond Public School,2015,95.0
9151,2341,Kurnell Public School,2015,94.3
9152,2343,Kurrajong East Public School,2015,94.4
9153,2344,Kurrajong North Public School,2015,96.5
9154,2342,Kurrajong Public School,2015,94.9
9155,8177,Kurri Kurri High School,2015,87.7
9156,7422,Kurri Kurri Public School,2015,93.4
9157,5141,Kyeemagh Public School,2015,96.5
9158,8189,Kyogle High School,2015,92.4
9159,2349,Kyogle Public School,2015,92.6
9160,2373,La Perouse Public School,2015,91.8
9161,2353,Ladysmith Public School,2015,96.3
9162,2354,Laggan Public School,2015,92.2
9163,2356,Laguna Public School,2015,94.3
9164,4230,Laguna Street Public School,2015,95.2
9165,2357,Lake Albert Public School,2015,94.3
9166,2359,Lake Cargelligo Central School,2015,83.0
9167,4011,Lake Heights Public School,2015,89.2
9168,8474,Lake Illawarra High School,2015,83.8
9169,3867,Lake Illawarra South Public School,2015,93.8
9170,8210,Lake Macquarie High School,2015,84.4
9171,8279,Lake Munmorah High School,2015,82.5
9172,2362,Lake Munmorah Public School,2015,93.0
9173,2363,Lake Wyangan Public School,2015,94.7
9174,4266,Lakelands Public School,2015,93.7
9175,2360,Lakemba Public School,2015,92.3
9176,4191,Lalor Park Public School,2015,92.0
9177,8482,Lambton High School,2015,91.2
9178,2366,Lambton Public School,2015,94.7
9179,2368,Lane Cove Public School,2015,95.9
9180,3908,Lane Cove West Public School,2015,96.2
9181,2370,Lansdowne Public School,2015,91.3
9182,4391,Lansvale East Public School,2015,91.3
9183,5220,Lansvale Public School,2015,94.1
9184,4424,Lapstone Public School,2015,94.9
9185,2374,Largs Public School,2015,96.3
9186,2375,Larnook Public School,2015,93.0
9187,2377,Laurieton Public School,2015,93.9
9188,4168,Lavington East Public School,2015,94.5
9189,2378,Lavington Public School,2015,93.6
9190,2379,Lawrence Public School,2015,95.2
9191,2381,Lawson Public School,2015,90.8
9192,8156,Leeton High School,2015,83.3
9193,2386,Leeton Public School,2015,94.2
9194,1740,Leeville Public School,2015,93.0
9195,7423,Leichhardt Public School,2015,96.1
9196,4184,Lennox Head Public School,2015,93.7
9197,4475,Leonay Public School,2015,95.0
9198,2926,Leppington Public School,2015,91.4
9199,4408,Lethbridge Park Public School,2015,90.3
9200,8532,Leumeah High School,2015,87.3
9201,4058,Leumeah Public School,2015,94.2
9202,2391,Leura Public School,2015,92.6
9203,4369,Lewisham Public School,2015,95.6
9204,2394,Lidcombe Public School,2015,95.9
9205,2395,Lightning Ridge Central School,2015,88.8
9206,4084,Lilli Pilli Public School,2015,95.8
9207,2404,Lindfield East Public School,2015,96.4
9208,2403,Lindfield Public School,2015,96.0
9209,4042,Lindsay Park Public School,2015,94.8
9210,8544,Lisarow High School,2015,91.6
9211,2407,Lisarow Public School,2015,94.7
9212,4085,Lismore Heights Public School,2015,93.1
9213,1780,Lismore Public School,2015,92.5
9214,2409,Lismore South Public School,2015,92.2
9215,8125,Lithgow High School,2015,87.8
9216,2410,Lithgow Public School,2015,93.2
9217,8186,Liverpool Boys High School,2015,91.0
9218,8176,Liverpool Girls High School,2015,90.4
9219,7424,Liverpool Public School,2015,92.6
9220,4161,Liverpool West Public School,2015,92.2
9221,2413,Llandilo Public School,2015,93.4
9222,2417,Lochinvar Public School,2015,94.5
9223,2418,Lockhart Central School,2015,87.9
9224,4221,Loftus Public School,2015,95.2
9225,2421,Londonderry Public School,2015,94.8
9226,2423,Long Flat Public School,2015,95.2
9227,1921,Lord Howe Island Central School,2015,94.2
9228,3594,Louth Public School,2015,
9229,2428,Lowanna Public School,2015,91.8
9230,2429,Lowesdale Public School,2015,93.8
9231,8271,Lucas Heights Community School,2015,92.5
9232,2431,Luddenham Public School,2015,90.2
9233,2432,Lue Public School,2015,95.2
9234,3796,Lugarno Public School,2015,95.0
9235,8401,Lurnea High School,2015,89.8
9236,4289,Lurnea Public School,2015,91.4
9237,2436,Lyndhurst Public School,2015,92.9
9238,4258,Lynwood Park Public School,2015,93.4
9239,8822,Macarthur Girls High School,2015,92.7
9240,2439,Macdonald Valley Public School,2015,96.5
9241,8490,Macintyre High School,2015,87.8
9242,8162,Macksville High School,2015,85.7
9243,2444,Macksville Public School,2015,91.5
9244,8362,Maclean High School,2015,88.9
9245,3946,Maclean Public School,2015,97.1
9246,8553,Macquarie Fields High School,2015,93.2
9247,4064,Macquarie Fields Public School,2015,92.6
9248,4449,Madang Avenue Public School,2015,91.8
9249,2448,Maimuru Public School,2015,95.0
9250,3236,Main Arm Upper Public School,2015,92.6
9251,2451,Maitland East Public School,2015,92.8
9252,8127,Maitland Grossmann High School,2015,90.1
9253,8126,Maitland High School,2015,84.3
9254,3949,Maitland Public School,2015,92.9
9255,2454,Malabar Public School,2015,95.2
9256,4262,Mallawa Public School,2015,94.3
9257,2464,Manifold Public School,2015,93.1
9258,2465,Manildra Public School,2015,95.5
9259,7305,Manilla Central School,2015,89.8
9260,4021,Manly Vale Public School,2015,95.2
9261,3950,Manly Village Public School,2015,94.5
9262,2469,Manly West Public School,2015,95.0
9263,4316,Mannering Park Public School,2015,93.2
9264,4552,Manning Gardens Public School,2015,88.1
9265,2472,Maraylya Public School,2015,93.5
9266,4282,Marayong Heights Public School,2015,92.8
9267,4166,Marayong Public School,2015,90.2
9268,4327,Marayong South Public School,2015,92.9
9269,3898,Marks Point Public School,2015,93.4
9270,2480,Maroota Public School,2015,93.8
9271,2482,Maroubra Bay Public School,2015,90.5
9272,7427,Maroubra Junction Public School,2015,94.8
9273,4454,Marra Creek Public School,2015,
9274,2485,Marrar Public School,2015,92.5
9275,8540,Marrickville High School,2015,90.3
9276,3952,Marrickville Public School,2015,93.4
9277,3951,Marrickville West Public School,2015,91.9
9278,8225,Marsden High School,2015,92.1
9279,2489,Marsden Park Public School,2015,94.3
9280,4278,Marsden Road Public School,2015,93.6
9281,2492,Martindale Public School,2015,96.7
9282,2493,Martins Creek Public School,2015,96.7
9283,2494,Martins Gully Public School,2015,94.2
9284,4431,Marton Public School,2015,96.1
9285,2496,Marulan Public School,2015,95.7
9286,4600,Maryland Public School,2015,94.1
9287,2499,Mascot Public School,2015,94.2
9288,2500,Mathoura Public School,2015,94.4
9289,2501,Matong Public School,2015,92.8
9290,2502,Matraville Public School,2015,92.3
9291,4067,Matraville Soldiers Settlement Public School,2015,93.2
9292,8249,Matraville Sports High School,2015,85.5
9293,4526,Matthew Pearce Public School,2015,95.4
9294,4466,Mawarra Public School,2015,95.0
9295,2506,Mayfield East Public School,2015,92.7
9296,2507,Mayfield West Public School,2015,93.8
9297,2508,Mayrung Public School,2015,96.4
9298,3886,McCallums Hill Public School,2015,92.9
9299,2509,Meadow Flat Public School,2015,93.6
9300,3863,Meadowbank Public School,2015,95.4
9301,2511,Medlow Public School,2015,94.2
9302,2512,Medowie Public School,2015,94.1
9303,2515,Megalong Public School,2015,95.1
9304,3846,Melrose Park Public School,2015,95.1
9305,8566,Melville High School,2015,82.3
9306,8583,Menai High School,2015,92.4
9307,2520,Menai Public School,2015,93.1
9308,2522,Mendooran Central School,2015,89.3
9309,2523,Menindee Central School,2015,84.0
9310,4416,Merewether Heights Public School,2015,94.2
9311,8510,Merewether High School,2015,95.7
9312,2525,Merewether Public School,2015,91.4
9313,2526,Merimbula Public School,2015,93.0
9314,2528,Merriwa Central School,2015,90.3
9315,5126,Merrylands East Public School,2015,92.1
9316,8227,Merrylands High School,2015,88.6
9317,2531,Merrylands Public School,2015,92.5
9318,4444,Metella Road Public School,2015,94.3
9319,4521,Metford Public School,2015,91.4
9320,2540,Michelago Public School,2015,96.7
9321,2542,Middle Dural Public School,2015,87.5
9322,2543,Middle Harbour Public School,2015,95.9
9323,4647,Middleton Grange Public School,2015,93.5
9324,4089,Middleton Public School,2015,93.8
9325,2550,Milbrodale Public School,2015,89.8
9326,8394,Miller High School,2015,88.6
9327,4338,Miller Public School,2015,90.6
9328,2554,Millers Forest Public School,2015,94.0
9329,2555,Millfield Public School,2015,94.5
9330,2558,Millthorpe Public School,2015,94.5
9331,2560,Milperra Public School,2015,94.1
9332,2565,Milton Public School,2015,94.6
9333,4432,Mimosa Public School,2015,94.8
9334,4577,Minchinbury Public School,2015,91.6
9335,2571,Minmi Public School,2015,95.4
9336,4498,Minnamurra Public School,2015,92.8
9337,2572,Minto Public School,2015,94.0
9338,4122,Miranda North Public School,2015,92.1
9339,2574,Miranda Public School,2015,94.3
9340,8403,Mitchell High School,2015,91.0
9341,2580,Mitchells Island Public School,2015,95.9
9342,2581,Mittagong Public School,2015,93.6
9343,2584,Moama Public School,2015,93.9
9344,2585,Modanville Public School,2015,95.4
9345,8499,Model Farms High School,2015,92.7
9346,2586,Mogo Public School,2015,87.1
9347,2590,Molong Central School,2015,94.0
9348,2593,Mona Vale Public School,2015,95.4
9349,8196,Monaro High School,2015,89.6
9350,2599,Monteagle Public School,2015,94.7
9351,2608,Moonbi Public School,2015,94.0
9352,8501,Moorebank High School,2015,92.9
9353,8241,Moorefield Girls High School,2015,91.3
9354,2616,Moorland Public School,2015,92.1
9355,4118,Moree East Public School,2015,82.2
9356,2618,Moree Public School,2015,90.5
9357,8325,Moree Secondary College Albert St Campus,2015,68.1
9358,8471,Moree Secondary College Carol Ave Campus,2015,79.3
9359,4232,Morgan Street Public School,2015,92.7
9360,8413,Morisset High School,2015,83.9
9361,2621,Morisset Public School,2015,93.8
9362,2623,Morpeth Public School,2015,94.1
9363,2624,Mortdale Public School,2015,94.3
9364,2625,Mortlake Public School,2015,94.3
9365,8368,Moruya High School,2015,86.6
9366,2628,Moruya Public School,2015,91.6
9367,8326,Mosman High School,2015,93.3
9368,7430,Mosman Public School,2015,95.9
9369,8388,Moss Vale High School,2015,90.5
9370,2631,Moss Vale Public School,2015,93.7
9371,2632,Moulamein Public School,2015,94.3
9372,8286,Mount Annan High School,2015,90.3
9373,4597,Mount Annan Public School,2015,94.6
9374,8407,Mount Austin High School,2015,84.2
9375,4215,Mount Austin Public School,2015,89.0
9376,4423,Mount Brown Public School,2015,93.9
9377,3885,Mount Colah Public School,2015,95.9
9378,4290,Mount Druitt Public School,2015,92.8
9379,2637,Mount George Public School,2015,88.1
9380,2640,Mount Hunter Public School,2015,93.9
9381,3939,Mount Hutton Public School,2015,91.5
9382,2641,Mount Kanwary Public School,2015,94.5
9383,2642,Mount Keira Public School,2015,95.1
9384,2643,Mount Kembla Public School,2015,93.7
9385,4049,Mount Kuring-gai Public School,2015,93.9
9386,5241,Mount Lewis Infants School,2015,94.1
9387,4095,Mount Ousley Public School,2015,92.9
9388,2647,Mount Pleasant Public School,2015,93.8
9389,4210,Mount Pritchard East Public School,2015,92.4
9390,2648,Mount Pritchard Public School,2015,93.7
9391,4435,Mount Riverview Public School,2015,95.8
9392,3881,Mount St Thomas Public School,2015,94.9
9393,4610,Mount Terry Public School,2015,94.6
9394,2652,Mount Victoria Public School,2015,90.9
9395,8574,Mount View High School,2015,86.4
9396,4395,Mount Warrigal Public School,2015,90.4
9397,4015,Mowbray Public School,2015,95.2
9398,8128,Mudgee High School,2015,88.1
9399,2656,Mudgee Public School,2015,93.5
9400,8498,Muirfield High School,2015,91.4
9401,2658,Mulbring Public School,2015,92.9
9402,2659,Mulgoa Public School,2015,95.6
9403,2660,Mullaley Public School,2015,93.8
9404,4606,Mullaway Public School,2015,92.5
9405,2664,Mullion Creek Public School,2015,96.2
9406,8193,Mullumbimby High School,2015,87.4
9407,2665,Mullumbimby Public School,2015,94.2
9408,2667,Mulwala Public School,2015,94.2
9409,8468,Mulwaree High School,2015,89.4
9410,5242,Mulyan Public School,2015,93.7
9411,2669,Mumbil Public School,2015,95.5
9412,2671,Mummulgum Public School,2015,93.5
9413,2675,Mungindi Central School,2015,86.4
9414,4401,Murray Farm Public School,2015,97.1
9415,8505,Murray High School,2015,85.6
9416,2681,Murringo Public School,2015,94.9
9417,8328,Murrumburrah High School,2015,87.5
9418,2685,Murrumburrah Public School,2015,94.2
9419,2686,Murrurundi Public School,2015,90.6
9420,4101,Murwillumbah East Public School,2015,92.9
9421,8129,Murwillumbah High School,2015,86.9
9422,2687,Murwillumbah Public School,2015,93.1
9423,8164,Muswellbrook High School,2015,87.0
9424,2688,Muswellbrook Public School,2015,93.4
9425,3876,Muswellbrook South Public School,2015,88.8
9426,2695,Nabiac Public School,2015,92.7
9427,8595,Nambucca Heads High School,2015,82.3
9428,2696,Nambucca Heads Public School,2015,92.0
9429,2698,Nana Glen Public School,2015,92.3
9430,2699,Nangus Public School,2015,94.1
9431,2701,Naradhan Public School,2015,95.4
9432,2703,Narara Public School,2015,95.0
9433,8591,Narara Valley High School,2015,88.5
9434,4500,Nareena Hills Public School,2015,94.6
9435,2704,Narellan Public School,2015,93.3
9436,4621,Narellan Vale Public School,2015,94.3
9437,8536,Narooma High School,2015,87.0
9438,2758,Narooma Public School,2015,93.1
9439,2706,Narrabeen Lakes Public School,2015,93.1
9440,3906,Narrabeen North Public School,2015,94.7
9441,8512,Narrabeen Sports High School,2015,91.3
9442,8170,Narrabri High School,2015,87.2
9443,2708,Narrabri Public School,2015,92.6
9444,2709,Narrabri West Public School,2015,93.7
9445,4214,Narrandera East Infants School,2015,91.5
9446,8157,Narrandera High School,2015,79.7
9447,2710,Narrandera Public School,2015,89.7
9448,4404,Narranga Public School,2015,92.8
9449,3827,Narraweena Public School,2015,94.5
9450,8462,Narromine High School,2015,88.2
9451,2713,Narromine Public School,2015,92.1
9452,3875,Narwee Public School,2015,93.9
9453,2714,Nashdale Public School,2015,95.9
9454,2725,Nemingha Public School,2015,95.1
9455,8383,Nepean Creative and Performing Arts High School,2015,91.7
9456,2730,Neutral Bay Public School,2015,95.9
9457,2732,Neville Public School,2015,95.9
9458,5247,New Lambton Heights Infants School,2015,95.4
9459,2738,New Lambton Public School,2015,94.5
9460,3798,New Lambton South Public School,2015,94.4
9461,4499,Newbridge Heights Public School,2015,94.8
9462,2736,Newcastle East Public School,2015,94.8
9463,8509,Newcastle High School,2015,87.8
9464,4627,Newington Public School,2015,95.4
9465,4478,Newling Public School,2015,90.6
9466,2740,Newport Public School,2015,94.2
9467,2741,Newrybar Public School,2015,93.4
9468,8530,Newtown High School of Performing Arts,2015,92.6
9469,2744,Newtown North Public School,2015,95.9
9470,7431,Newtown Public School,2015,94.7
9471,4427,Niagara Park Public School,2015,95.0
9472,2748,Niangala Public School,2015,94.1
9473,2749,Nicholson Street Public School,2015,95.1
9474,5128,Nillo Infants School,2015,96.4
9475,2751,Nimbin Central School,2015,87.5
9476,2752,Nimmitabel Public School,2015,95.3
9477,2759,Nords Wharf Public School,2015,94.4
9478,8211,Normanhurst Boys High School,2015,96.8
9479,2760,Normanhurst Public School,2015,95.9
9480,4275,Normanhurst West Public School,2015,96.0
9481,4149,North Haven Public School,2015,91.7
9482,4618,North Nowra Public School,2015,93.5
9483,2764,North Rocks Public School,2015,95.7
9484,3022,North Ryde Public School,2015,96.2
9485,2765,North Star Public School,2015,91.8
9486,8132,North Sydney Boys High School,2015,96.9
9487,8133,North Sydney Girls High School,2015,97.8
9488,2766,North Sydney Public School,2015,95.0
9489,3332,North Wagga Public School,2015,95.0
9490,2761,Northbridge Public School,2015,96.5
9491,8851,Northern Beaches Secondary College Balgowlah Boys Campus,2015,88.7
9492,8511,Northern Beaches Secondary College Cromer Campus,2015,90.5
9493,8568,Northern Beaches Secondary College Freshwater Senior Campus,2015,
