,school_code,school_name,Year,Attendance
6269,8854,Birrong Girls High School,2014,94.5
6270,4057,Birrong Public School,2014,96.4
6271,1247,Black Hill Public School,2014,95.0
6272,1249,Black Mountain Public School,2014,97.0
6273,4190,Black Springs Public School,2014,95.6
6274,3966,Blackalls Park Public School,2014,93.6
6275,4453,Blackett Public School,2014,89.7
6276,1246,Blackheath Public School,2014,93.7
6277,4197,Blacksmiths Public School,2014,95.0
6278,8244,Blacktown Boys High School,2014,92.2
6279,8224,Blacktown Girls High School,2014,90.7
6280,4061,Blacktown North Public School,2014,95.2
6281,4193,Blacktown South Public School,2014,95.8
6282,4116,Blacktown West Public School,2014,92.4
6283,1252,Blackville Public School,2014,
6284,4559,Blackwell Public School,2014,94.1
6285,4535,Blairmount Public School,2014,94.8
6286,1254,Blakebrook Public School,2014,92.2
6287,8236,Blakehurst High School,2014,92.8
6288,1255,Blakehurst Public School,2014,95.3
6289,1256,Blandford Public School,2014,96.8
6290,1257,Blaxcell Street Public School,2014,94.9
6291,4313,Blaxland East Public School,2014,95.7
6292,8522,Blaxland High School,2014,92.4
6293,1258,Blaxland Public School,2014,93.1
6294,8357,Blayney High School,2014,89.9
6295,1260,Blayney Public School,2014,95.7
6296,5265,Bletchington Public School,2014,94.8
6297,4585,Bligh Park Public School,2014,93.0
6298,1261,Blighty Public School,2014,95.3
6299,4623,Blue Haven Public School,2014,92.9
6300,1266,Boambee Public School,2014,95.5
6301,1269,Bobin Public School,2014,91.8
6302,1271,Bobs Farm Public School,2014,95.2
6303,1272,Bodalla Public School,2014,93.2
6304,1274,Bogan Gate Public School,2014,90.5
6305,4632,Bogangar Public School,2014,93.7
6306,1275,Boggabilla Central School,2014,79.2
6307,1276,Boggabri Public School,2014,94.0
6308,1286,Bolwarra Public School,2014,95.5
6309,8448,Bomaderry High School,2014,89.7
6310,1287,Bomaderry Public School,2014,94.0
6311,8486,Bombala High School,2014,89.0
6312,1288,Bombala Public School,2014,92.6
6313,1290,Bonalbo Central School,2014,77.1
6314,1292,Bondi Beach Public School,2014,95.3
6315,7407,Bondi Public School,2014,96.4
6316,1293,Bongongo Public School,2014,95.6
6317,2532,Bonnells Bay Public School,2014,95.3
6318,4507,Bonnet Bay Public School,2014,95.8
6319,4594,Bonnyrigg Heights Public School,2014,94.8
6320,8260,Bonnyrigg High School,2014,94.9
6321,4545,Bonnyrigg Public School,2014,94.4
6322,1296,Bonshaw Public School,2014,
6323,1297,Bonville Public School,2014,94.9
6324,1302,Boolaroo Public School,2014,93.3
6325,1303,Booligal Public School,2014,94.6
6326,1307,Boomi Public School,2014,94.0
6327,4017,Booragul Public School,2014,94.4
6328,1311,Booral Public School,2014,94.1
6329,1313,Boorowa Central School,2014,92.1
6330,1318,Boree Creek Public School,2014,93.8
6331,3504,Borenore Public School,2014,95.2
6332,1320,Boronia Park Public School,2014,96.3
6333,8582,Bossley Park High School,2014,93.6
6334,1321,Bossley Park Public School,2014,94.8
6335,1323,Botany Public School,2014,94.4
6336,8355,Bourke High School,2014,76.2
6337,1326,Bourke Public School,2014,90.3
6338,7408,Bourke Street Public School,2014,95.4
6339,4538,Bowen Public School,2014,93.2
6340,1334,Bowning Public School,2014,95.0
6341,8104,Bowral High School,2014,89.1
6342,1335,Bowral Public School,2014,94.9
6343,1336,Bowraville Central School,2014,88.6
6344,4403,Bradbury Public School,2014,93.1
6345,4525,Braddock Public School,2014,90.7
6346,4406,Bradfordville Public School,2014,96.1
6347,1340,Braidwood Central School,2014,89.5
6348,1341,Branxton Public School,2014,93.9
6349,1345,Breadalbane Public School,2014,97.4
6350,1347,Bredbo Public School,2014,94.9
6351,1350,Brewarrina Central School,2014,87.8
6352,4458,Briar Road Public School,2014,93.2
6353,1354,Bribbaree Public School,2014,95.9
6354,1358,Brighton-Le-Sands Public School,2014,95.1
6355,1360,Bringelly Public School,2014,91.3
6356,8513,Brisbane Water Secondary College Umina Campus,2014,90.1
6357,8374,Brisbane Water Secondary College Woy Woy Campus,2014,87.3
6358,1498,Brisbania Public School,2014,94.6
6359,1361,Broadwater Public School,2014,95.7
6360,1363,Brocklesby Public School,2014,94.5
6361,1367,Broke Public School,2014,95.3
6362,8105,Broken Hill High School,2014,88.3
6363,1371,Broken Hill North Public School,2014,92.5
6364,1369,Broken Hill Public School,2014,92.5
6365,1372,Bronte Public School,2014,96.8
6366,4566,Brooke Avenue Public School,2014,93.1
6367,1377,Brooklyn Public School,2014,94.9
6368,1379,Brookvale Public School,2014,94.3
6369,4612,Broulee Public School,2014,94.0
6370,1387,Brungle Public School,2014,94.4
6371,1389,Brunswick Heads Public School,2014,92.3
6372,4183,Budgewoi Public School,2014,93.1
6373,1402,Bulahdelah Central School,2014,90.5
6374,4228,Bullarah Public School,2014,90.9
6375,8878,Bulli High School,2014,90.7
6376,1411,Bulli Public School,2014,95.6
6377,1414,Bundanoon Public School,2014,94.9
6378,1415,Bundarra Central School,2014,91.1
6379,3765,Bundeena Public School,2014,94.9
6380,1421,Bungendore Public School,2014,93.7
6381,1424,Bungwahl Public School,2014,95.4
6382,4616,Buninyong Public School,2014,89.7
6383,1425,Bunnaloo Public School,2014,94.5
6384,1432,Burke Ward Public School,2014,91.7
6385,1433,Burnside Public School,2014,97.6
6386,1688,Buronga Public School,2014,89.9
6387,4259,Burraneer Bay Public School,2014,95.6
6388,1445,Burrawang Public School,2014,95.2
6389,1447,Burren Junction Public School,2014,90.9
6390,1449,Burringbar Public School,2014,94.2
6391,1453,Burrumbuttock Public School,2014,96.7
6392,8152,Burwood Girls High School,2014,95.0
6393,1455,Burwood Public School,2014,97.1
6394,4337,Busby Public School,2014,93.1
6395,4396,Busby West Public School,2014,93.1
6396,1460,Buxton Public School,2014,94.4
6397,8577,Byron Bay High School,2014,88.8
6398,1470,Byron Bay Public School,2014,93.4
6399,1471,Cabbage Tree Island Public School,2014,87.5
6400,8209,Cabramatta High School,2014,93.9
6401,1472,Cabramatta Public School,2014,95.7
6402,3980,Cabramatta West Public School,2014,95.2
6403,4615,Caddies Creek Public School,2014,96.1
6404,4380,Calare Public School,2014,95.1
6405,8880,Callaghan College Jesmond Senior Campus,2014,
6406,8259,Callaghan College Wallsend Campus,2014,88.6
6407,8508,Callaghan College Waratah Campus,2014,87.9
6408,4626,Callala Public School,2014,94.3
6409,1481,Cambewarra Public School,2014,95.1
6410,4484,Cambridge Gardens Public School,2014,94.6
6411,8516,Cambridge Park High School,2014,88.8
6412,4060,Cambridge Park Public School,2014,93.9
6413,8280,Camden Haven High School,2014,88.1
6414,8217,Camden High School,2014,89.3
6415,1482,Camden Public School,2014,95.1
6416,4286,Camden South Public School,2014,95.8
6417,1483,Camdenville Public School,2014,93.4
6418,1485,Cammeray Public School,2014,96.4
6419,4490,Campbellfield Public School,2014,93.4
6420,4277,Campbelltown East Public School,2014,92.8
6421,4126,Campbelltown North Public School,2014,94.2
6422,8180,Campbelltown Performing Arts High School,2014,89.7
6423,1486,Campbelltown Public School,2014,94.4
6424,1488,Campsie Public School,2014,96.7
6425,1490,Candelo Public School,2014,95.4
6426,1492,Caniaba Public School,2014,93.0
6427,3983,Canley Heights Public School,2014,95.2
6428,8393,Canley Vale High School,2014,96.8
6429,1494,Canley Vale Public School,2014,95.8
6430,1495,Canobolas Public School,2014,95.3
6431,8444,Canobolas Rural Technology High School,2014,82.8
6432,8518,Canowindra High School,2014,90.1
6433,7301,Canowindra Public School,2014,96.0
6434,8107,Canterbury Boys High School,2014,92.7
6435,8806,Canterbury Girls High School,2014,93.1
6436,1497,Canterbury Public School,2014,94.7
6437,5109,Canterbury South Public School,2014,96.4
6438,1501,Capertee Public School,2014,96.7
6439,1502,Captains Flat Public School,2014,95.2
6440,1503,Caragabal Public School,2014,97.8
6441,1504,Carcoar Public School,2014,92.5
6442,8903,Cardiff High School,2014,88.3
6443,5260,Cardiff North Public School,2014,95.0
6444,1505,Cardiff Public School,2014,94.3
6445,3895,Cardiff South Public School,2014,95.0
6446,1506,Cargo Public School,2014,95.3
6447,1507,Carinda Public School,2014,95.4
6448,8240,Caringbah High School,2014,96.3
6449,3972,Caringbah North Public School,2014,95.6
6450,1508,Caringbah Public School,2014,95.5
6451,8447,Carlingford High School,2014,95.1
6452,7302,Carlingford Public School,2014,96.4
6453,4393,Carlingford West Public School,2014,96.8
6454,1512,Carlton Public School,2014,95.9
6455,1513,Carlton South Public School,2014,94.6
6456,1515,Carool Public School,2014,92.7
6457,3328,Carramar Public School,2014,95.1
6458,1518,Carrington Public School,2014,91.1
6459,1520,Carroll Public School,2014,94.5
6460,4360,Cartwright Public School,2014,94.2
6461,8154,Casino High School,2014,86.0
6462,1526,Casino Public School,2014,94.1
6463,5166,Casino West Public School,2014,90.5
6464,1527,Cassilis Public School,2014,89.7
6465,3919,Castle Cove Public School,2014,96.2
6466,8382,Castle Hill High School,2014,94.6
6467,1529,Castle Hill Public School,2014,95.7
6468,4148,Castlereagh Public School,2014,95.0
6469,8476,Casula High School,2014,89.8
6470,4198,Casula Public School,2014,93.8
6471,1535,Cattai Public School,2014,94.9
6472,4367,Caves Beach Public School,2014,93.7
6473,1537,Cawdor Public School,2014,94.4
6474,8273,Cecil Hills High School,2014,93.4
6475,4635,Cecil Hills Public School,2014,95.2
6476,4607,Centaur Public School,2014,92.9
6477,4110,Central Mangrove Public School,2014,95.6
6478,8288,Central Sydney Intensive English High School,2014,95.0
6479,3214,Central Tilba Public School,2014,95.1
6480,1543,Cessnock East Public School,2014,89.0
6481,8108,Cessnock High School,2014,83.6
6482,1542,Cessnock Public School,2014,91.3
6483,1545,Cessnock West Public School,2014,94.4
6484,1547,Chandler Public School,2014,97.0
6485,4194,Charlestown East Public School,2014,95.1
6486,1550,Charlestown Public School,2014,95.1
6487,4324,Charlestown South Public School,2014,94.0
6488,8414,Chatham High School,2014,78.4
6489,4014,Chatham Public School,2014,93.1
6490,8232,Chatswood High School,2014,94.5
6491,7409,Chatswood Public School,2014,95.7
6492,1553,Chatsworth Island Public School,2014,93.4
6493,8208,Cheltenham Girls High School,2014,96.5
6494,4440,Cherrybrook Public School,2014,96.5
6495,8592,Cherrybrook Technology High School,2014,94.9
6496,4398,Chertsey Primary School,2014,93.4
6497,8269,Chester Hill High School,2014,91.4
6498,3981,Chester Hill North Public School,2014,94.5
6499,3698,Chester Hill Public School,2014,95.0
6500,8528,Chifley College Bidwill Campus,2014,81.8
6501,8488,Chifley College Dunheved Campus,2014,84.3
6502,8459,Chifley College Mount Druitt Campus,2014,85.3
6503,8473,Chifley College Senior Campus,2014,
6504,8496,Chifley College Shalvey Campus,2014,82.4
6505,4299,Chifley Public School,2014,93.7
6506,1558,Chillingham Public School,2014,93.0
6507,1560,Chipping Norton Public School,2014,95.7
6508,4542,Chittaway Bay Public School,2014,92.9
6509,3808,Chullora Public School,2014,94.2
6510,4527,Clairgate Public School,2014,93.7
6511,4565,Clare Public School,2014,93.4
6512,4622,Claremont Meadows Public School,2014,94.4
6513,1564,Clarence Town Public School,2014,94.2
6514,4510,Claymore Public School,2014,92.5
6515,1566,Clemton Park Public School,2014,95.0
6516,2668,Clergate Public School,2014,94.5
6517,1573,Clovelly Public School,2014,95.7
6518,1574,Clunes Public School,2014,93.8
6519,4022,Coal Point Public School,2014,96.0
6520,8356,Cobar High School,2014,89.4
6521,1578,Cobar Public School,2014,92.3
6522,1579,Cobargo Public School,2014,94.7
6523,1580,Cobbitty Public School,2014,96.3
6524,1583,Coffee Camp Public School,2014,93.2
6525,8109,Coffs Harbour High School,2014,91.3
6526,1584,Coffs Harbour Public School,2014,92.6
6527,8272,Coffs Harbour Senior College,2014,
6528,4348,Coleambally Central School,2014,92.3
6529,1587,Coledale Public School,2014,95.4
6530,1589,Collarenebri Central School,2014,73.0
6531,3970,Collaroy Plateau Public School,2014,96.8
6532,1590,Collector Public School,2014,96.9
6533,1593,Collins Creek Public School,2014,95.7
6534,1346,Colo Heights Public School,2014,93.0
6535,8526,Colo High School,2014,90.3
6536,1085,Colo Vale Public School,2014,94.9
6537,8443,Colyton High School,2014,85.9
6538,1596,Colyton Public School,2014,93.9
6539,1601,Comboyne Public School,2014,92.3
6540,1604,Comleroy Road Public School,2014,96.1
6541,1605,Como Public School,2014,94.0
6542,3896,Como West Public School,2014,97.9
6543,1606,Conargo Public School,2014,91.4
6544,8535,Concord High School,2014,93.4
6545,1607,Concord Public School,2014,95.2
6546,1608,Concord West Public School,2014,96.0
6547,8398,Condell Park High School,2014,88.7
6548,3789,Condell Park Public School,2014,95.1
6549,8346,Condobolin High School,2014,82.5
6550,1609,Condobolin Public School,2014,92.9
6551,1611,Condong Public School,2014,96.3
6552,1822,Congewai Public School,2014,95.7
6553,1612,Coniston Public School,2014,94.6
6554,1613,Connells Point Public School,2014,95.9
6555,8147,Conservatorium High School,2014,97.2
6556,1615,Cooerwull Public School,2014,93.6
6557,1616,Coogee Public School,2014,97.1
6558,1621,Coolah Central School,2014,94.0
6559,1624,Coolamon Central School,2014,90.0
6560,1627,Coolongolook Public School,2014,94.4
6561,3890,Cooma North Public School,2014,95.5
6562,1628,Cooma Public School,2014,95.1
6563,8494,Coomealla High School,2014,82.8
6564,8347,Coonabarabran High School,2014,89.0
6565,1630,Coonabarabran Public School,2014,90.7
6566,8451,Coonamble High School,2014,75.7
6567,1631,Coonamble Public School,2014,87.5
6568,1632,Coopernook Public School,2014,95.6
6569,1634,Coorabell Public School,2014,94.2
6570,1635,Cooranbong Public School,2014,91.6
6571,8190,Cootamundra High School,2014,88.8
6572,1636,Cootamundra Public School,2014,95.1
6573,4548,Copacabana Public School,2014,95.5
6574,1642,Copmanhurst Public School,2014,93.5
6575,1644,Coraki Public School,2014,93.1
6576,1647,Coramba Public School,2014,95.6
6577,1654,Corindi Public School,2014,93.8
6578,1656,Corndale Public School,2014,97.1
6579,8308,Corowa High School,2014,91.5
6580,1658,Corowa Public School,2014,92.3
6581,1659,Corowa South Public School,2014,93.7
6582,3877,Corrimal East Public School,2014,94.2
6583,8191,Corrimal High School,2014,86.1
6584,1661,Corrimal Public School,2014,94.9
6585,1666,Coutts Crossing Public School,2014,94.2
6586,1668,Cowan Public School,2014,96.1
6587,1670,Cowper Public School,2014,94.6
6588,8148,Cowra High School,2014,89.9
6589,1671,Cowra Public School,2014,94.9
6590,1674,Crabbes Creek Public School,2014,92.4
6591,8580,Cranebrook High School,2014,82.2
6592,4504,Crawford Public School,2014,90.8
6593,1681,Crescent Head Public School,2014,91.8
6594,8552,Crestwood High School,2014,93.7
6595,4441,Crestwood Public School,2014,97.6
6596,4037,Cringila Public School,2014,93.9
6597,4241,Cromer Public School,2014,95.4
6598,8261,Cronulla High School,2014,90.9
6599,1682,Cronulla Public School,2014,94.9
6600,3668,Cronulla South Public School,2014,95.5
6601,8452,Crookwell High School,2014,91.5
6602,1684,Crookwell Public School,2014,94.2
6603,3717,Croppa Creek Public School,2014,93.0
6604,1685,Crossmaglen Public School,2014,94.7
6605,3935,Crown Street Public School,2014,95.8
6606,7412,Croydon Park Public School,2014,94.0
6607,7411,Croydon Public School,2014,95.5
6608,1690,Crystal Creek Public School,2014,93.0
6609,1695,Cudal Public School,2014,94.9
6610,4555,Cudgegong Valley Public School,2014,94.6
6611,1696,Cudgen Public School,2014,91.8
6612,4485,Culburra Public School,2014,93.0
6613,1698,Culcairn Public School,2014,94.3
6614,1700,Cullen Bullen Public School,2014,91.9
6615,8905,Cumberland High School,2014,91.9
6616,1707,Cumnock Public School,2014,93.1
6617,1708,Cundletown Public School,2014,93.6
6618,3925,Curl Curl North Public School,2014,95.6
6619,1712,Curlewis Public School,2014,92.3
6620,1714,Currabubula Public School,2014,96.4
6621,4460,Curran Public School,2014,94.0
6622,4625,Currans Hill Public School,2014,94.9
6623,7413,Daceyville Public School,2014,94.5
6624,1722,Dalgety Public School,2014,91.0
6625,4634,Dalmeny Public School,2014,95.0
6626,1723,Dalton Public School,2014,96.8
6627,8204,Dapto High School,2014,90.6
6628,1727,Dapto Public School,2014,95.8
6629,4222,Darcy Road Public School,2014,94.7
6630,1732,Dareton Public School,2014,77.4
6631,7414,Darlinghurst Public School,2014,95.4
6632,1736,Darlington Point Public School,2014,93.5
6633,1735,Darlington Public School,2014,94.0
6634,8479,Davidson High School,2014,93.0
6635,4446,Dawson Public School,2014,92.9
6636,1744,Dee Why Public School,2014,95.6
6637,1742,Deepwater Public School,2014,93.7
6638,1745,Delegate Public School,2014,95.5
6639,1747,Delungra Public School,2014,96.2
6640,8218,Deniliquin High School,2014,87.0
6641,4281,Deniliquin North Public School,2014,94.5
6642,4112,Deniliquin South Public School,2014,95.2
6643,8103,"Denison College of Secondary Education, Bathurst High Campus",2014,88.4
6644,8517,"Denison College of Secondary Education, Kelso High Campus",2014,90.6
6645,3862,Denistone East Public School,2014,96.0
6646,1749,Denman Public School,2014,95.7
6647,3873,Dobroyd Point Public School,2014,96.6
6648,8399,Doonside High School,2014,84.1
6649,1760,Doonside Public School,2014,90.5
6650,1762,Dora Creek Public School,2014,92.0
6651,8453,Dorrigo High School,2014,90.7
6652,7316,Dorrigo Public School,2014,93.1
6653,1768,Double Bay Public School,2014,96.6
6654,1770,Douglas Park Public School,2014,94.9
6655,1771,Drake Public School,2014,94.6
6656,1058,Drummond Memorial Public School,2014,90.9
6657,1774,Drummoyne Public School,2014,96.1
6658,8543,Dubbo College Delroy Campus,2014,86.3
6659,8110,Dubbo College Senior Campus,2014,
6660,8417,Dubbo College South Campus,2014,87.5
6661,1776,Dubbo North Public School,2014,92.2
6662,1775,Dubbo Public School,2014,94.6
6663,1811,Dubbo South Public School,2014,94.3
6664,3591,Dubbo West Public School,2014,87.3
6665,1778,Dudley Public School,2014,96.0
6666,8833,Dulwich High School of Visual Arts and Design,2014,92.1
6667,4496,Dulwich Hill Public School,2014,95.9
6668,4029,Dundas Public School,2014,95.0
6669,1788,Dundurrabin Public School,2014,92.7
6670,1789,Dunedoo Central School,2014,93.6
6671,1791,Dungay Public School,2014,94.9
6672,8472,Dungog High School,2014,91.1
6673,1792,Dungog Public School,2014,93.9
6674,1793,Dungowan Public School,2014,97.2
6675,1797,Dunoon Public School,2014,92.9
6676,1799,Dural Public School,2014,96.3
6677,1801,Duranbah Public School,2014,94.2
6678,1802,Duri Public School,2014,90.0
6679,1803,Durrumbul Public School,2014,92.6
6680,4383,E A Southee Public School,2014,94.5
6681,8569,Eagle Vale High School,2014,86.1
6682,1807,Earlwood Public School,2014,95.9
6683,8206,East Hills Boys High School,2014,93.8
6684,8187,East Hills Girls Technology High School,2014,93.3
6685,3924,East Hills Public School,2014,95.0
6686,1808,Eastern Creek Public School,2014,91.9
6687,4516,Eastlakes Public School,2014,93.4
6688,4041,Eastwood Heights Public School,2014,95.7
6689,7416,Eastwood Public School,2014,97.4
6690,1813,Ebenezer Public School,2014,93.7
6691,1814,Ebor Public School,2014,88.4
6692,8487,Eden Marine High School,2014,89.7
6693,1816,Eden Public School,2014,93.9
6694,4583,Edensor Park Public School,2014,94.3
6695,4155,Edgeworth Heights Public School,2014,94.8
6696,3564,Edgeworth Public School,2014,94.3
6697,4418,Edward Public School,2014,92.6
6698,1823,Eglinton Public School,2014,95.8
6699,1824,Elands Public School,2014,91.4
6700,4199,Elanora Heights Public School,2014,95.8
6701,8521,Elderslie High School,2014,92.0
6702,4646,Elderslie Public School,2014,94.2
6703,4034,Eleebana Public School,2014,96.2
6704,4163,Elermore Vale Public School,2014,94.2
6705,8584,Elizabeth Macarthur High School,2014,91.4
6706,1826,Ellalong Public School,2014,93.5
6707,1830,Ellerston Public School,2014,93.1
6708,4568,Ellison Public School,2014,94.4
6709,1835,Eltham Public School,2014,94.1
6710,4422,Emerton Public School,2014,91.4
6711,1838,Emmaville Central School,2014,89.6
6712,1839,Empire Bay Public School,2014,94.5
6713,1840,Empire Vale Public School,2014,95.1
6714,4442,Emu Heights Public School,2014,96.4
6715,1841,Emu Plains Public School,2014,94.4
6716,8404,Endeavour Sports High School,2014,89.1
6717,1844,Enfield Public School,2014,95.2
6718,8432,Engadine High School,2014,93.7
6719,1845,Engadine Public School,2014,95.6
6720,4292,Engadine West Public School,2014,95.7
6721,3626,Enngonia Public School,2014,87.4
6722,8884,Epping Boys High School,2014,95.1
6723,4038,Epping Heights Public School,2014,96.2
6724,4165,Epping North Public School,2014,97.3
6725,1850,Epping Public School,2014,95.5
6726,1851,Epping West Public School,2014,96.5
6727,1856,Erina Heights Public School,2014,95.4
6728,8405,Erina High School,2014,90.2
6729,1860,Ermington Public School,2014,96.8
6730,4125,Ermington West Public School,2014,95.4
6731,8590,Erskine Park High School,2014,89.4
6732,4147,Erskineville Public School,2014,96.3
6733,4558,Eschol Park Public School,2014,94.3
6734,1864,Ettalong Public School,2014,92.5
6735,1867,Euabalong West Public School,2014,96.0
6736,1870,Eugowra Public School,2014,94.2
6737,1873,Eumungerie Public School,2014,91.2
6738,1874,Eungai Public School,2014,94.0
6739,1879,Eureka Public School,2014,95.0
6740,1883,Eurongilly Public School,2014,87.2
6741,1885,Euston Public School,2014,94.1
6742,8420,Evans High School,2014,87.6
6743,1886,Evans River Community School,2014,88.3
6744,1890,Excelsior Public School,2014,96.4
6745,1891,Exeter Public School,2014,95.0
6746,1894,Fairfax Public School,2014,97.8
6747,3632,Fairfield Heights Public School,2014,95.0
6748,8550,Fairfield High School,2014,89.3
6749,1895,Fairfield Public School,2014,92.9
6750,1896,Fairfield West Public School,2014,94.5
6751,8456,Fairvale High School,2014,93.5
6752,4009,Fairvale Public School,2014,93.9
6753,1898,Fairy Meadow Public School,2014,94.7
6754,1901,Falls Creek Public School,2014,92.2
6755,3976,Farmborough Road Public School,2014,92.0
6756,8111,Farrer Memorial Agricultural High School,2014,94.5
6757,1904,Fassifern Public School,2014,95.9
6758,4354,Faulconbridge Public School,2014,95.3
6759,4208,Fennell Bay Public School,2014,90.9
6760,3996,Fern Bay Public School,2014,92.4
6761,5114,Ferncourt Public School,2014,96.2
6762,2214,Fernleigh Public School,2014,91.8
6763,4462,Figtree Heights Public School,2014,95.4
6764,8449,Figtree High School,2014,90.2
6765,3964,Figtree Public School,2014,94.0
6766,1915,Fingal Head Public School,2014,92.3
6767,8360,Finley High School,2014,88.2
6768,3945,Finley Public School,2014,94.8
6769,1920,Five Dock Public School,2014,95.2
6770,8373,Five Islands Secondary College,2014,81.5
6771,4463,Flinders Public School,2014,95.4
6772,4379,Floraville Public School,2014,96.4
6773,8194,Forbes High School,2014,88.6
6774,4100,Forbes North Public School,2014,93.8
6775,1926,Forbes Public School,2014,93.2
6776,1930,Forest Hill Public School,2014,94.7
6777,1932,Forest Lodge Public School,2014,96.0
6778,4019,Forestville Public School,2014,96.7
6779,1936,Forster Public School,2014,93.0
6780,8504,Fort Street High School,2014,96.6
6781,1937,Fort Street Public School,2014,92.0
6782,8439,Francis Greenway High School,2014,87.2
6783,4581,Frank Partridge VC Public School,2014,91.1
6784,4456,Franklin Public School,2014,93.2
6785,1943,Frederickton Public School,2014,94.6
6786,1944,Freemans Reach Public School,2014,94.2
6787,1946,Frenchs Forest Public School,2014,95.8
6788,8481,Galston High School,2014,91.0
6789,1952,Galston Public School,2014,95.8
6790,1954,Ganmain Public School,2014,93.4
6791,1956,Garah Public School,2014,84.9
6792,4136,Garden Suburb Public School,2014,95.5
6793,7418,Gardeners Road Public School,2014,94.7
6794,3702,Georges Hall Public School,2014,96.1
6795,8813,Georges River College Hurstville Boys Campus,2014,88.3
6796,8284,Georges River College Oatley Senior Campus,2014,
6797,8408,Georges River College Peakhurst Campus,2014,92.3
6798,8857,Georges River College Penshurst Girls Campus,2014,93.2
6799,1969,Gerogery Public School,2014,96.8
6800,1971,Gerringong Public School,2014,94.7
6801,1972,Geurie Public School,2014,95.7
6802,1978,Gilgai Public School,2014,93.1
6803,8349,Gilgandra High School,2014,88.1
6804,1979,Gilgandra Public School,2014,91.8
6805,1982,Gillieston Public School,2014,93.6
6806,4421,Gillwinga Public School,2014,89.7
6807,1986,Girilambone Public School,2014,97.1
6808,8500,Girraween High School,2014,97.6
6809,1988,Girraween Public School,2014,96.3
6810,1990,Gladesville Public School,2014,96.9
6811,1991,Gladstone Public School,2014,96.0
6812,7419,Glebe Public School,2014,94.2
6813,3903,Glen Alice Public School,2014,98.8
6814,8114,Glen Innes High School,2014,86.9
6815,2005,Glen Innes Public School,2014,93.6
6816,5116,Glen Innes West Infants School,2014,91.0
6817,2020,Glen William Public School,2014,94.8
6818,1994,Glenbrook Public School,2014,96.5
6819,4207,Glendale East Public School,2014,93.3
6820,8466,Glendale Technology High School,2014,87.7
6821,4608,Glendenning Public School,2014,94.8
6822,4620,Glendore Public School,2014,95.2
6823,2001,Glenfield Public School,2014,93.9
6824,2003,Glenhaven Public School,2014,95.8
6825,8276,Glenmore Park High School,2014,90.1
6826,4591,Glenmore Park Public School,2014,94.6
6827,2009,Glenmore Road Public School,2014,97.4
6828,2012,Glenorie Public School,2014,94.0
6829,2015,Glenquarry Public School,2014,94.2
6830,2016,Glenreagh Public School,2014,93.4
6831,4020,Glenroi Heights Public School,2014,90.7
6832,4468,Glenroy Public School,2014,92.2
6833,8268,Glenwood High School,2014,93.2
6834,4529,Glenwood Public School,2014,93.9
6835,2021,Glossodia Public School,2014,94.5
6836,8371,Gloucester High School,2014,88.9
6837,7303,Gloucester Public School,2014,93.3
6838,2027,Gol Gol Public School,2014,94.4
6839,2033,Goodooga Central School,2014,93.2
6840,2035,Goolgowi Public School,2014,93.5
6841,2036,Goolma Public School,2014,
6842,2037,Goolmangar Public School,2014,93.0
6843,2038,Gooloogong Public School,2014,95.2
6844,2041,Goonellabah Public School,2014,89.0
6845,2042,Goonengerry Public School,2014,86.1
6846,3985,Gordon East Public School,2014,96.7
6847,3943,Gordon West Public School,2014,97.1
6848,8515,Gorokan High School,2014,87.0
6849,4517,Gorokan Public School,2014,93.2
6850,4218,Gosford East Public School,2014,94.0
6851,8115,Gosford High School,2014,93.7
6852,2049,Gosford Public School,2014,94.8
6853,2054,Goulburn East Public School,2014,96.2
6854,8116,Goulburn High School,2014,89.3
6855,2055,Goulburn North Public School,2014,95.3
6856,2053,Goulburn Public School,2014,93.9
6857,2056,Goulburn South Public School,2014,93.8
6858,3741,Goulburn West Public School,2014,95.3
6859,4567,Governor Philip King Public School,2014,95.9
6860,8117,Grafton High School,2014,86.8
6861,2060,Grafton Public School,2014,93.0
6862,4609,Grahamstown Public School,2014,94.7
6863,8811,Granville Boys High School,2014,88.8
6864,5236,Granville East Public School,2014,95.2
6865,2064,Granville Public School,2014,95.2
6866,8436,Granville South Creative and Performing Arts High School,2014,85.4
6867,2066,Granville South Public School,2014,95.5
6868,2068,Gravesend Public School,2014,93.2
6869,3914,Grays Point Public School,2014,96.0
6870,8534,Great Lakes College Forster Campus,2014,87.4
6871,8281,Great Lakes College Senior Campus,2014,
6872,8289,Great Lakes College Tuncurry Campus,2014,90.0
6873,2071,Green Hill Public School,2014,89.1
6874,2075,Green Valley Public School,2014,95.3
6875,1123,Greenacre Public School,2014,95.0
6876,2070,Greenethorpe Public School,2014,93.8
6877,4624,Greenway Park Public School,2014,94.4
6878,3872,Greenwell Point Public School,2014,91.4
6879,2076,Greenwich Public School,2014,96.9
6880,2082,Grenfell Public School,2014,93.8
6881,2083,Gresford Public School,2014,92.3
6882,2084,Greta Public School,2014,93.3
6883,8385,Greystanes High School,2014,90.7
6884,2086,Greystanes Public School,2014,95.9
6885,4268,Griffith East Public School,2014,94.8
6886,4027,Griffith North Public School,2014,92.8
6887,2087,Griffith Public School,2014,91.4
6888,4483,Grose View Public School,2014,94.2
6889,2093,Guildford Public School,2014,95.4
6890,4000,Guildford West Public School,2014,95.0
6891,4461,Guise Public School,2014,92.6
