,School code,School Name,COMPOSITE_CLASS,COUNT,CLASS
286,4060,Cambridge Park Public School,COMPOSITE_CLASS_COUNT,9,14
287,1482,Camden Public School,COMPOSITE_CLASS_COUNT,6,14
288,4286,Camden South Public School,COMPOSITE_CLASS_COUNT,5,14
289,1483,Camdenville Public School,COMPOSITE_CLASS_COUNT,6,14
290,1485,Cammeray Public School,COMPOSITE_CLASS_COUNT,0,14
291,4490,Campbellfield Public School,COMPOSITE_CLASS_COUNT,5,14
292,4277,Campbelltown East Public School,COMPOSITE_CLASS_COUNT,4,14
293,4126,Campbelltown North Public School,COMPOSITE_CLASS_COUNT,9,14
294,1486,Campbelltown Public School,COMPOSITE_CLASS_COUNT,7,14
295,1488,Campsie Public School,COMPOSITE_CLASS_COUNT,0,14
296,1490,Candelo Public School,COMPOSITE_CLASS_COUNT,3,14
297,1492,Caniaba Public School,COMPOSITE_CLASS_COUNT,3,14
298,3983,Canley Heights Public School,COMPOSITE_CLASS_COUNT,2,14
299,1494,Canley Vale Public School,COMPOSITE_CLASS_COUNT,3,14
300,1495,Canobolas Public School,COMPOSITE_CLASS_COUNT,3,14
301,7301,Canowindra Public School,COMPOSITE_CLASS_COUNT,2,14
302,1497,Canterbury Public School,COMPOSITE_CLASS_COUNT,8,14
303,5109,Canterbury South Public School,COMPOSITE_CLASS_COUNT,8,14
304,1501,Capertee Public School,COMPOSITE_CLASS_COUNT,1,14
305,1502,Captains Flat Public School,COMPOSITE_CLASS_COUNT,2,14
306,1503,Caragabal Public School,COMPOSITE_CLASS_COUNT,2,14
307,1504,Carcoar Public School,COMPOSITE_CLASS_COUNT,1,14
308,5260,Cardiff North Public School,COMPOSITE_CLASS_COUNT,5,14
309,1505,Cardiff Public School,COMPOSITE_CLASS_COUNT,8,14
310,3895,Cardiff South Public School,COMPOSITE_CLASS_COUNT,3,14
311,1506,Cargo Public School,COMPOSITE_CLASS_COUNT,1,14
312,1507,Carinda Public School,COMPOSITE_CLASS_COUNT,1,14
313,3972,Caringbah North Public School,COMPOSITE_CLASS_COUNT,4,14
314,1508,Caringbah Public School,COMPOSITE_CLASS_COUNT,3,14
315,7302,Carlingford Public School,COMPOSITE_CLASS_COUNT,3,14
316,4393,Carlingford West Public School,COMPOSITE_CLASS_COUNT,2,14
317,1512,Carlton Public School,COMPOSITE_CLASS_COUNT,4,14
318,1513,Carlton South Public School,COMPOSITE_CLASS_COUNT,8,14
319,1515,Carool Public School,COMPOSITE_CLASS_COUNT,2,14
320,3328,Carramar Public School,COMPOSITE_CLASS_COUNT,9,14
321,1517,Carrathool Public School,COMPOSITE_CLASS_COUNT,1,14
322,1518,Carrington Public School,COMPOSITE_CLASS_COUNT,4,14
323,1520,Carroll Public School,COMPOSITE_CLASS_COUNT,1,14
324,4360,Cartwright Public School,COMPOSITE_CLASS_COUNT,7,14
325,1526,Casino Public School,COMPOSITE_CLASS_COUNT,3,14
326,5166,Casino West Public School,COMPOSITE_CLASS_COUNT,7,14
327,1527,Cassilis Public School,COMPOSITE_CLASS_COUNT,2,14
328,3919,Castle Cove Public School,COMPOSITE_CLASS_COUNT,7,14
329,1529,Castle Hill Public School,COMPOSITE_CLASS_COUNT,3,14
330,4148,Castlereagh Public School,COMPOSITE_CLASS_COUNT,4,14
331,4198,Casula Public School,COMPOSITE_CLASS_COUNT,3,14
