,School Code,School Full Name,Original RAM Funding $,RAM Funding - post Adjustments $
1493,4557.0,Sandy Beach Public School,,
1494,4558.0,Eschol Park Public School,,
1495,4559.0,Blackwell Public School,,
1496,4560.0,Samuel Terry Public School,,
1497,4561.0,Rutherford Public School,,
1498,4562.0,Sunshine Bay Public School,,
1499,4563.0,William Stimson Public School,,
1500,4564.0,Wirreanda Public School,,
1501,4565.0,Clare Public School,,
1502,4566.0,Brooke Avenue Public School,,
1503,4567.0,Governor Philip King Public School,,
1504,4568.0,Ellison Public School,,
1505,4569.0,Robert Townson Public School,,
1506,4571.0,Banks Public School,,
1507,4572.0,John Purchase Public School,,
1508,4573.0,Tharawal Public School,,
1509,4574.0,Samuel Gilbert Public School,,
1510,4575.0,Wingham Brush Public School,,
1511,4576.0,William Dean Public School,,
1512,4577.0,Minchinbury Public School,,
1513,4578.0,Teven-Tintenbar Public School,,
1514,4579.0,James Erskine Public School,,
1515,4580.0,Kariong Public School,,
1516,4581.0,Frank Partridge VC Public School,,
1517,4583.0,Edensor Park Public School,,
1518,4585.0,Bligh Park Public School,,
1519,4586.0,Sydney Distance Education Primary School,,
1520,4587.0,Dubbo School of Distance Education,,
1521,4588.0,Northlakes Public School,,
1522,4589.0,Shoal Bay Public School,,
1523,4590.0,Hambledon Public School,,
1524,4591.0,Glenmore Park Public School,,
1525,4592.0,Vincentia Public School,,
1526,4593.0,Kearns Public School,,
1527,4594.0,Bonnyrigg Heights Public School,,
1528,4597.0,Mount Annan Public School,,
1529,4598.0,Hassall Grove Public School,,
1530,4599.0,Barnier Public School,,
1531,4600.0,Maryland Public School,,
1532,4601.0,Aldavilla Public School,,
1533,4602.0,William Bayldon Public School,,
1534,4603.0,St Helens Park Public School,,
1535,4604.0,Oakhill Drive Public School,,
1536,4605.0,Alfords Point Public School,,
1537,4606.0,Mullaway Public School,,
1538,4607.0,Centaur Public School,,
1539,4608.0,Glendenning Public School,,
1540,4609.0,Grahamstown Public School,,
1541,4610.0,Mount Terry Public School,,
1542,4611.0,Hallidays Point Public School,,
1543,4612.0,Broulee Public School,,
1544,4613.0,Hinchinbrook Public School,,
1545,4614.0,Windsor Park Public School,,
1546,4615.0,Caddies Creek Public School,,
1547,4616.0,Buninyong Public School,,
1548,4617.0,Tacking Point Public School,,
1549,4618.0,North Nowra Public School,,
1550,4619.0,Henry Fulton Public School,,
1551,4620.0,Glendore Public School,,
1552,4621.0,Narellan Vale Public School,,
1553,4622.0,Claremont Meadows Public School,,
1554,4623.0,Blue Haven Public School,,
1555,4624.0,Greenway Park Public School,,
1556,4625.0,Currans Hill Public School,,
1557,4626.0,Callala Public School,,
1558,4627.0,Newington Public School,,
1559,4628.0,Harrington Park Public School,,
1560,4630.0,Beaumont Hills Public School,,
1561,4631.0,Surveyors Creek Public School,,
1562,4632.0,Bogangar Public School,,
1563,4633.0,Jerrabomberra Public School,,
1564,4634.0,Dalmeny Public School,,
1565,4635.0,Cecil Hills Public School,,
1566,4637.0,Woongarrah Public School,,
1567,4638.0,Ironbark Ridge Public School,,
1568,4639.0,Kellyville Ridge Public School,,
1569,4640.0,Sherwood Ridge Public School,,
1570,4641.0,Shell Cove Public School,,
1571,4642.0,Ashtonfield Public School,,
1572,4643.0,North East Public School of Distance Education,,
1573,4644.0,Bourke-Walgett School of Distance Education,,
1574,4645.0,Ropes Crossing Public School,,
1575,4646.0,Elderslie Public School,,
1576,4647.0,Middleton Grange Public School,,
1577,4648.0,John Palmer Public School,,
1578,4649.0,Tullimbar Public School,,
1579,4650.0,Wilton Public School,,
1580,4651.0,Oran Park Public School,,
1581,4652.0,Marie Bashir Public School,,
1582,4653.0,Riverbank Public School,,
1583,4654.0,Lake Cathie Public School,,
1584,4655.0,Victoria Avenue Public School,,
1585,4656.0,Anzac Park Public School,,
1586,4657.0,Spring Farm Public School,,
1587,4658.0,Lindfield Learning Village,,
1588,4659.0,Southern Cross School of Distance Education,,
1589,4660.0,Bayanami Public School,,
1590,4661.0,Finigan School of Distance Education,,
1591,4662.0,Wentworth Point Public School,,
1592,4663.0,Bella Vista Public School,,
1593,4664.0,North Kellyville Public School,,
1594,4667.0,Gledswood Hills Public School,,
1595,4668.0,Smalls Road Public School,,
1596,4669.0,Jordan Springs Public School,,
1597,4670.0,Galungara Public School,,
1598,4671.0,Barramurra Public School,,
1599,4672.0,Denham Court Public School,,
1600,4673.0,Northbourne Public School,,
1601,4674.0,Estella Public School,,
1602,4675.0,Porters Creek Public School,,
1603,5103.0,Arncliffe West Infants School,,
1604,5104.0,Australia Street Infants School,,
1605,5109.0,Canterbury South Public School,,
1606,5112.0,Taverners Hill Infants School,,
1607,5114.0,Ferncourt Public School,,
1608,5116.0,Glen Innes West Infants School,,
1609,5118.0,Harcourt Public School,,
1610,5120.0,Yeo Park Infants School,,
1611,5126.0,Merrylands East Public School,,
1612,5128.0,Nillo Infants School,,
1613,5132.0,Russell Lea Public School,,
1614,5133.0,Stanford Merthyr Infants School,,
1615,5141.0,Kyeemagh Public School,,
1616,5148.0,Bardwell Park Infants School,,
1617,5166.0,Casino West Public School,,
1618,5188.0,Sefton Infants School,,
1619,5191.0,Hornsby South Public School,,
1620,5195.0,Hurstville Grove Infants School,,
1621,5212.0,Beauty Point Public School,,
1622,5220.0,Lansvale Public School,,
1623,5236.0,Granville East Public School,,
1624,5238.0,Westlawn Public School,,
1625,5241.0,Mount Lewis Infants School,,
1626,5242.0,Mulyan Public School,,
1627,5246.0,Bankstown South Infants School,,
1628,5247.0,New Lambton Heights Infants School,,
1629,5251.0,Homebush West Public School,,
1630,5260.0,Cardiff North Public School,,
1631,5265.0,Bletchington Public School,,
1632,5272.0,Heathcote East Public School,,
1633,5302.0,School of the Air,,
1634,5401.0,Glenfield Park School,,
1635,5405.0,Fisher Road School,,
1636,5407.0,Cromehurst School,,
1637,5411.0,Rowland Hassall School,,
1638,5423.0,John Brotchie Nursery School,,
1639,5428.0,Field of Mars Environmental Education Centre,,
1640,5429.0,Camden Park Environmental Education Centre,,
1641,5430.0,Georges River Environmental Education Centre,,
1642,5453.0,Putland School,,
1643,5454.0,Dorchester School,,
1644,5456.0,Girrakool School,,
1645,5458.0,Wetlands Environmental Education Centre,,
1646,5459.0,Tallowood School,,
1647,5460.0,Yudi Gunyi School,,
1648,5504.0,Royal Far West School,,
1649,5508.0,Beverley Park School,,
1650,5511.0,Newcastle Senior School,,
1651,5513.0,St George Hospital School,,
1652,5515.0,Stewart House School,,
1653,5516.0,Centennial Park School,,
1654,5527.0,St George School,,
1655,5529.0,Broderick Gillawarna School,,
1656,5538.0,Arndell School,,
1657,5540.0,Bridge Road School,,
1658,5543.0,Royal Prince Alfred Hospital School,,
1659,5544.0,Royal North Shore Hospital School,,
1660,5545.0,Sydney Childrens Hospital School,,
1661,5546.0,Sutherland Hospital School,,
1662,5548.0,Bankstown Hospital School,,
1663,5550.0,Willans Hill School,,
1664,5551.0,Illawarra Hospital School,,
1665,5556.0,Liverpool Hospital School,,
1666,5558.0,John Hunter Hospital School,,
1667,5559.0,Redbank School,,
1668,5562.0,Fowler Road School,,
1669,5563.0,Passfield Park School,,
1670,5568.0,Wangee Park School,,
1671,5569.0,Bullimbal School,,
1672,5573.0,Caldera School,,
1673,5574.0,Casuarina School,,
1674,5575.0,Cook School,,
1675,5576.0,Highlands School,,
1676,5577.0,Mian School,,
1677,5578.0,Naremburn School,,
1678,5579.0,The Beach School,,
1679,5580.0,Parry School,,
1680,5581.0,Karningul School,,
1681,5582.0,Wakefield School,,
1682,5583.0,Verona School,,
1683,5606.0,Cairnsfoot School,,
1684,5609.0,Woniora Road School,,
1685,5610.0,Carenne School,,
1686,5614.0,William Rose School,,
1687,5616.0,Minerva School,,
1688,5621.0,Kurrambee School,,
1689,5625.0,Anson Street School,,
1690,5627.0,Glenvale School,,
1691,5630.0,Mainsbridge School,,
1692,5631.0,Wairoa School,,
1693,5632.0,Lawrence Hargrave School,,
1694,5633.0,Holroyd School,,
1695,5634.0,The Crescent School,,
1696,5637.0,Coreen School,,
1697,5642.0,Halinda School,,
1698,5643.0,Niland School,,
1699,5644.0,Para Meadows School,,
1700,5647.0,Bates Drive School,,
1701,5650.0,Palm Avenue School,,
1702,5652.0,Caroline Chisholm School,,
1703,5653.0,Wewak Street School,,
1704,5654.0,Rivendell School,,
1705,5655.0,Clarke Road School,,
1706,5656.0,Arranounbai School,,
1707,5666.0,Peterborough School,,
1708,5667.0,Wooglemai Environmental Education Centre,,
1709,5670.0,Karonga School,,
1710,5674.0,Snowy Valleys School,,
1711,5675.0,Sir Eric Woodward Memorial School,,
1712,5679.0,Bournda Environmental Education Centre,,
1713,5680.0,Thalgarrah Environmental Education Centre,,
1714,5681.0,Wambangalang Environmental Education Centre,,
1715,5683.0,Dorroughby Environmental Education Centre,,
1716,5684.0,Tangara School,,
1717,5685.0,G S Kidd Memorial School,,
1718,5686.0,Lakeside School,,
1719,5687.0,Hunter River Community School,,
1720,5688.0,The Hills School,,
1721,5689.0,Wilson Park School,,
1722,5690.0,Longneck Lagoon Environmental Education Centre,,
1723,5691.0,Royal National Park Environmental Education Centre,,
1724,5694.0,Brewongle Environmental Education Centre,,
1725,5696.0,Sandon Public School,,
1726,5698.0,Havenlee School,,
1727,5699.0,Kalinda School,,
1728,5701.0,Newcastle Middle School,,
1729,5703.0,Carinya School,,
1730,5704.0,Newcastle Junior School,,
1731,5711.0,Shepherds Park School,,
1732,5712.0,Les Powell School,,
1733,5713.0,Lucas Gardens School,,
1734,5714.0,Gibberagong Environmental Education Centre,,
1735,5721.0,Mary Brooksbank School,,
1736,5723.0,Five Islands School,,
1737,5730.0,Gralee School,,
1738,5731.0,Cascade Environmental Education Centre,,
1739,5732.0,Warrumbungle National Park Environmental Education Centre,,
1740,5734.0,Riverina Environmental Education Centre,,
1741,5735.0,Campbell House School,,
1742,5736.0,Holman Place School,,
1743,5737.0,Edgeware School,,
1744,5738.0,Kotara School,,
1745,5740.0,Rumbalara Environmental Education Centre,,
1746,5741.0,Kamay Botany Bay Environmental Education Centre,,
1747,5743.0,Illawarra Environmental Education Centre,,
1748,5744.0,Kandeer School,,
1749,5745.0,Observatory Hill Environmental Education Centre,,
1750,5748.0,Ajuga School,,
1751,5749.0,Budawang School,,
1752,5750.0,Red Hill Environmental Education Centre,,
1753,5751.0,The Childrens Hospital School,,
1754,5752.0,Penrith Lakes Environmental Education Centre,,
1755,5753.0,Lomandra School,,
1756,5754.0,Plumpton House School,,
1757,5755.0,HopeTown School,,
1758,5756.0,Induna School,,
1759,5757.0,Lincoln School,,
1760,5758.0,The Bidgee School,,
1761,5759.0,Canterbury Vale School,,
1762,5760.0,North Gosford Learning Centre,,
1763,5761.0,Penrith Valley Learning Centre,,
1764,5762.0,Barwon Learning Centre,,
1765,5763.0,Coffs Harbour Learning Centre,,
1766,5764.0,Woodberry Learning Centre,,
1767,5765.0,The Ponds School,,
1768,5766.0,Yandelora School,,
1769,5767.0,George Bass School,,
1770,5768.0,Fernhill School,,
1771,5769.0,Yawarra Community School,,
1772,5770.0,Tirriwirri School,,
1773,5771.0,South Creek School,,
1774,7301.0,Canowindra Public School,,
1775,7302.0,Carlingford Public School,,
1776,7303.0,Gloucester Public School,,
1777,7305.0,Manilla Central School,,
1778,7307.0,Orange Public School,,
1779,7308.0,Plattsburg Public School,,
1780,7311.0,Scone Public School,,
1781,7314.0,Wingham Public School,,
1782,7316.0,Dorrigo Public School,,
1783,7401.0,Arncliffe Public School,,
1784,7403.0,Auburn Public School,,
1785,7404.0,Balmain Public School,,
1786,7405.0,Bankstown Public School,,
1787,7406.0,Bexley Public School,,
1788,7407.0,Bondi Public School,,
1789,7408.0,Bourke Street Public School,,
1790,7409.0,Chatswood Public School,,
1791,7411.0,Croydon Public School,,
1792,7412.0,Croydon Park Public School,,
1793,7413.0,Daceyville Public School,,
1794,7414.0,Darlinghurst Public School,,
1795,7416.0,Eastwood Public School,,
1796,7418.0,Gardeners Road Public School,,
1797,7419.0,Glebe Public School,,
1798,7420.0,Hamilton Public School,,
1799,7422.0,Kurri Kurri Public School,,
1800,7423.0,Leichhardt Public School,,
1801,7424.0,Liverpool Public School,,
1802,7427.0,Maroubra Junction Public School,,
1803,7430.0,Mosman Public School,,
1804,7431.0,Newtown Public School,,
1805,7432.0,Paddington Public School,,
1806,7435.0,Rozelle Public School,,
1807,7436.0,Stanmore Public School,,
1808,7442.0,Woollahra Public School,,
1809,7444.0,Rosehill Public School,,
1810,7445.0,Woy Woy Public School,,
1811,8101.0,Albury High School,,
1812,8103.0,"Denison College of Secondary Education, Bathurst High Campus",,
1813,8104.0,Bowral High School,,
1814,8105.0,Broken Hill High School,,
1815,8107.0,Canterbury Boys High School,,
1816,8108.0,Cessnock High School,,
1817,8109.0,Coffs Harbour High School,,
1818,8110.0,Dubbo College Senior Campus,,
1819,8111.0,Farrer Memorial Agricultural High School,,
1820,8114.0,Glen Innes High School,,
1821,8115.0,Gosford High School,,
1822,8116.0,Goulburn High School,,
1823,8117.0,Grafton High School,,
1824,8119.0,Hay War Memorial High School,,
1825,8120.0,Hornsby Girls High School,,
1826,8121.0,Hurlstone Agricultural High School,,
1827,8122.0,Inverell High School,,
1828,8123.0,Kempsey High School,,
1829,8124.0,"The Rivers Secondary College, Lismore High Campus",,
1830,8125.0,Lithgow High School,,
1831,8126.0,Maitland High School,,
1832,8127.0,Maitland Grossmann High School,,
1833,8128.0,Mudgee High School,,
1834,8129.0,Murwillumbah High School,,
1835,8132.0,North Sydney Boys High School,,
1836,8133.0,North Sydney Girls High School,,
1837,8134.0,Orange High School,,
1838,8135.0,Parramatta High School,,
1839,8136.0,St George Girls High School,,
1840,8137.0,Sydney Boys High School,,
1841,8138.0,Sydney Girls High School,,
1842,8139.0,Tamworth High School,,
1843,8140.0,Taree High School,,
1844,8141.0,Sydney Technical High School,,
1845,8142.0,Wagga Wagga High School,,
1846,8143.0,Wollongong High School of the Performing Arts,,
1847,8144.0,Yanco Agricultural High School,,
1848,8146.0,Parkes High School,,
1849,8147.0,Conservatorium High School,,
1850,8148.0,Cowra High School,,
1851,8150.0,Katoomba High School,,
1852,8151.0,Homebush Boys High School,,
1853,8152.0,Burwood Girls High School,,
1854,8154.0,Casino High School,,
1855,8155.0,Young High School,,
1856,8156.0,Leeton High School,,
1857,8157.0,Narrandera High School,,
1858,8159.0,Willoughby Girls High School,,
1859,8161.0,Randwick Boys High School,,
1860,8162.0,Macksville High School,,
1861,8163.0,Penrith High School,,
1862,8164.0,Muswellbrook High School,,
1863,8165.0,Bega High School,,
1864,8166.0,Wyong High School,,
1865,8168.0,Temora High School,,
1866,8169.0,Strathfield Girls High School,,
1867,8170.0,Narrabri High School,,
1868,8171.0,Kiama High School,,
1869,8173.0,Wauchope High School,,
1870,8174.0,Quirindi High School,,
1871,8176.0,Liverpool Girls High School,,
1872,8177.0,Kurri Kurri High School,,
1873,8178.0,Richmond High School,,
1874,8179.0,Junee High School,,
1875,8180.0,Campbelltown Performing Arts High School,,
1876,8184.0,Punchbowl Boys High School,,
1877,8186.0,Liverpool Boys High School,,
1878,8187.0,East Hills Girls Technology High School,,
1879,8188.0,Gunnedah High School,,
1880,8189.0,Kyogle High School,,
1881,8190.0,Cootamundra High School,,
1882,8191.0,Corrimal High School,,
1883,8193.0,Mullumbimby High School,,
1884,8194.0,Forbes High School,,
1885,8195.0,Ballina Coast High School,,
1886,8196.0,Monaro High School,,
1887,8197.0,Wellington High School,,
1888,8201.0,Nowra High School,,
1889,8202.0,Singleton High School,,
1890,8203.0,Belmont High School,,
1891,8204.0,Dapto High School,,
1892,8205.0,Illawarra Sports High School,,
1893,8206.0,East Hills Boys High School,,
1894,8207.0,Hunters Hill High School,,
1895,8208.0,Cheltenham Girls High School,,
1896,8209.0,Cabramatta High School,,
1897,8210.0,Lake Macquarie High School,,
1898,8211.0,Normanhurst Boys High School,,
1899,8213.0,Birrong Boys High School,,
1900,8214.0,"The Rivers Secondary College, Richmond River High Campus",,
1901,8215.0,Picton High School,,
1902,8216.0,Queanbeyan High School,,
1903,8217.0,Camden High School,,
1904,8218.0,Deniliquin High School,,
1905,8219.0,Hunter River High School,,
1906,8220.0,Randwick Girls High School,,
1907,8221.0,Kingsgrove North High School,,
1908,8222.0,Asquith Girls High School,,
1909,8223.0,Bass High School,,
1910,8224.0,Blacktown Girls High School,,
1911,8225.0,Marsden High School,,
1912,8227.0,Merrylands High School,,
1913,8229.0,Northmead Creative and Performing Arts High School,,
1914,8230.0,Port Hacking High School,,
1915,8231.0,Seven Hills High School,,
1916,8232.0,Chatswood High School,,
1917,8233.0,Hunter Sports High School,,
1918,8235.0,James Ruse Agricultural High School,,
1919,8236.0,Blakehurst High School,,
1920,8240.0,Caringbah High School,,
1921,8241.0,Moorefield Girls High School,,
1922,8243.0,Riverside Girls High School,,
1923,8244.0,Blacktown Boys High School,,
1924,8245.0,Asquith Boys High School,,
1925,8246.0,Heathcote High School,,
1926,8247.0,Kingsgrove High School,,
1927,8249.0,Matraville Sports High School,,
1928,8250.0,Sir Joseph Banks High School,,
1929,8252.0,Strathfield South High School,,
1930,8253.0,Auburn Girls High School,,
1931,8254.0,Bankstown Girls High School,,
1932,8255.0,Beverly Hills Girls High School,,
1933,8258.0,Bellingen High School,,
1934,8259.0,Callaghan College Wallsend Campus,,
1935,8260.0,Bonnyrigg High School,,
1936,8261.0,Cronulla High School,,
1937,8262.0,Ingleburn High School,,
1938,8263.0,J J Cahill Memorial High School,,
1939,8265.0,Sefton High School,,
1940,8266.0,James Fallon High School,,
1941,8268.0,Glenwood High School,,
1942,8269.0,Chester Hill High School,,
1943,8270.0,Wee Waa High School,,
1944,8271.0,Lucas Heights Community School,,
1945,8272.0,Coffs Harbour Senior College,,
1946,8273.0,Cecil Hills High School,,
1947,8274.0,Tuggerah Lakes Secondary College Tumbi Umbi Campus,,
1948,8276.0,Glenmore Park High School,,
1949,8277.0,Wyndham College,,
1950,8278.0,Wadalba Community School,,
1951,8279.0,Lake Munmorah High School,,
1952,8280.0,Camden Haven High School,,
1953,8281.0,Great Lakes College Senior Campus,,
1954,8282.0,Banora Point High School,,
1955,8284.0,Georges River College Oatley Senior Campus,,
1956,8286.0,Mount Annan High School,,
1957,8288.0,Central Sydney Intensive English High School,,
1958,8289.0,Great Lakes College Tuncurry Campus,,
1959,8290.0,John Edmondson High School,,
1960,8291.0,Rouse Hill High School,,
1961,8292.0,Kariong Mountains High School,,
1962,8308.0,Corowa High School,,
1963,8314.0,The Henry Lawson High School,,
1964,8318.0,Kandos High School,,
1965,8320.0,Kogarah High School,,
1966,8325.0,Moree Secondary College Albert St Campus,,
1967,8326.0,Mosman High School,,
1968,8328.0,Murrumburrah High School,,
1969,8334.0,Yass High School,,
1970,8343.0,Tumut High School,,
1971,8346.0,Condobolin High School,,
1972,8347.0,Coonabarabran High School,,
1973,8349.0,Gilgandra High School,,
1974,8353.0,Nyngan High School,,
1975,8355.0,Bourke High School,,
1976,8356.0,Cobar High School,,
1977,8357.0,Blayney High School,,
1978,8358.0,Tenterfield High School,,
1979,8360.0,Finley High School,,
1980,8362.0,Maclean High School,,
1981,8364.0,"Hastings Secondary College, Port Macquarie Campus",,
1982,8368.0,Moruya High School,,
1983,8370.0,Tweed River High School,,
1984,8371.0,Gloucester High School,,
1985,8372.0,The Forest High School,,
1986,8373.0,Five Islands Secondary College,,
1987,8374.0,Brisbane Water Secondary College Woy Woy Campus,,
1988,8377.0,Picnic Point High School,,
1989,8379.0,Pittwater High School,,
1990,8381.0,Bankstown Senior College,,
1991,8382.0,Castle Hill High School,,
1992,8383.0,Nepean Creative and Performing Arts High School,,
1993,8384.0,Westfields Sports High School,,
1994,8385.0,Greystanes High School,,
1995,8386.0,Gymea Technology High School,,
1996,8388.0,Moss Vale High School,,
1997,8389.0,Swansea High School,,
1998,8390.0,Whitebridge High School,,
1999,8391.0,Wingham High School,,
2000,8392.0,West Wyalong High School,,
2001,8393.0,Canley Vale High School,,
2002,8394.0,Miller High School,,
2003,8395.0,Pendle Hill High School,,
2004,8396.0,Windsor High School,,
2005,8397.0,Ashcroft High School,,
2006,8398.0,Condell Park High School,,
2007,8399.0,Doonside High School,,
2008,8400.0,St Ives High School,,
2009,8401.0,Lurnea High School,,
2010,8403.0,Mitchell High School,,
2011,8404.0,Endeavour Sports High School,,
2012,8405.0,Erina High School,,
2013,8406.0,South Grafton High School,,
2014,8407.0,Mount Austin High School,,
2015,8408.0,Georges River College Peakhurst Campus,,
2016,8409.0,Scone High School,,
2017,8410.0,Woonona High School,,
2018,8411.0,West Wallsend High School,,
2019,8412.0,The Hills Sports High School,,
2020,8413.0,Morisset High School,,
2021,8414.0,Chatham High School,,
2022,8415.0,Ryde Secondary College,,
2023,8416.0,Ku-ring-gai High School,,
2024,8417.0,Dubbo College South Campus,,
2025,8418.0,Warilla High School,,
2026,8420.0,Evans High School,,
2027,8422.0,Killarney Heights High School,,
2028,8423.0,Kotara High School,,
2029,8424.0,Holroyd High School,,
2030,8432.0,Engadine High School,,
2031,8433.0,Woolooware High School,,
2032,8435.0,Turramurra High School,,
2033,8436.0,Granville South Creative and Performing Arts High School,,
2034,8437.0,Kirrawee High School,,
2035,8438.0,Pennant Hills High School,,
2036,8439.0,Francis Greenway High School,,
2037,8440.0,Warners Bay High School,,
2038,8442.0,Gundagai High School,,
2039,8443.0,Colyton High School,,
2040,8444.0,Canobolas Rural Technology High School,,
2041,8446.0,Springwood High School,,
2042,8447.0,Carlingford High School,,
2043,8448.0,Bomaderry High School,,
2044,8449.0,Figtree High School,,
2045,8450.0,Tumbarumba High School,,
2046,8451.0,Coonamble High School,,
2047,8452.0,Crookwell High School,,
2048,8453.0,Dorrigo High School,,
2049,8454.0,Barrenjoey High School,,
2050,8455.0,Oxley High School,,
2051,8456.0,Fairvale High School,,
2052,8457.0,Killara High School,,
2053,8458.0,Kingswood High School,,
2054,8459.0,Chifley College Mount Druitt Campus,,
2055,8460.0,James Busby High School,,
2056,8461.0,Barham High School,,
2057,8462.0,Narromine High School,,
2058,8463.0,Sylvania High School,,
2059,8464.0,Baulkham Hills High School,,
2060,8465.0,Tuggerah Lakes Secondary College The Entrance Campus,,
2061,8466.0,Glendale Technology High School,,
2062,8467.0,Henry Kendall High School,,
2063,8468.0,Mulwaree High School,,
2064,8469.0,Orara High School,,
2065,8471.0,Moree Secondary College Carol Ave Campus,,
2066,8472.0,Dungog High School,,
2067,8473.0,Chifley College Senior Campus,,
2068,8474.0,Lake Illawarra High School,,
2069,8475.0,Walgett Community College - High School,,
2070,8476.0,Casula High School,,
2071,8477.0,Kellyville High School,,
2072,8479.0,Davidson High School,,
2073,8480.0,Warrawong High School,,
2074,8481.0,Galston High School,,
2075,8482.0,Lambton High School,,
2076,8483.0,Kooringal High School,,
2077,8484.0,Sydney Secondary College Balmain Campus,,
2078,8485.0,Hoxton Park High School,,
2079,8486.0,Bombala High School,,
2080,8487.0,Eden Marine High School,,
2081,8488.0,Chifley College Dunheved Campus,,
2082,8489.0,Kanahooka High School,,
2083,8490.0,Macintyre High School,,
2084,8491.0,Willyama High School,,
2085,8493.0,Airds High School,,
2086,8494.0,Coomealla High School,,
2087,8495.0,Ulladulla High School,,
2088,8496.0,Chifley College Shalvey Campus,,
2089,8497.0,James Meehan High School,,
2090,8498.0,Muirfield High School,,
2091,8499.0,Model Farms High School,,
2092,8500.0,Girraween High School,,
2093,8501.0,Moorebank High School,,
2094,8502.0,Tomaree High School,,
2095,8503.0,Billabong High School,,
2096,8504.0,Fort Street High School,,
2097,8505.0,Murray High School,,
2098,8506.0,Tempe High School,,
2099,8507.0,Sydney Secondary College Leichhardt Campus,,
2100,8508.0,Callaghan College Waratah Campus,,
2101,8509.0,Newcastle High School,,
2102,8510.0,Merewether High School,,
2103,8511.0,Northern Beaches Secondary College Cromer Campus,,
2104,8512.0,Narrabeen Sports High School,,
2105,8513.0,Brisbane Water Secondary College Umina Campus,,
2106,8514.0,Plumpton High School,,
2107,8515.0,Gorokan High School,,
2108,8516.0,Cambridge Park High School,,
2109,8517.0,"Denison College of Secondary Education, Kelso High Campus",,
2110,8518.0,Canowindra High School,,
2111,8519.0,Warialda High School,,
2112,8520.0,"The Rivers Secondary College, Kadina High Campus",,
2113,8521.0,Elderslie High School,,
2114,8522.0,Blaxland High School,,
2115,8524.0,Karabar High School,,
2116,8525.0,Peel High School,,
2117,8526.0,Colo High School,,
2118,8527.0,Toormina High School,,
2119,8528.0,Chifley College Bidwill Campus,,
2120,8530.0,Newtown High School of Performing Arts,,
2121,8531.0,St Johns Park High School,,
2122,8532.0,Leumeah High School,,
2123,8533.0,Terrigal High School,,
2124,8534.0,Great Lakes College Forster Campus,,
2125,8535.0,Concord High School,,
2126,8536.0,Narooma High School,,
2127,8539.0,Sydney Secondary College Blackwattle Bay Campus,,
2128,8540.0,Marrickville High School,,
2129,8541.0,Keira High School,,
2130,8542.0,Smiths Hill High School,,
2131,8543.0,Dubbo College Delroy Campus,,
2132,8544.0,Lisarow High School,,
2133,8545.0,South Sydney High School,,
2134,8546.0,Gulgong High School,,
2135,8547.0,Northlakes High School,,
2136,8548.0,Woolgoolga High School,,
2137,8550.0,Fairfield High School,,
2138,8551.0,Sarah Redfern High School,,
2139,8552.0,Crestwood High School,,
2140,8553.0,Macquarie Fields High School,,
2141,8554.0,"Hastings Secondary College, Westport Campus",,
2142,8555.0,Rose Bay Secondary College,,
2143,8556.0,Alexandria Park Community School,,
2144,8559.0,Jamison High School,,
2145,8560.0,Prairiewood High School,,
2146,8561.0,Shoalhaven High School,,
2147,8562.0,Irrawang High School,,
2148,8563.0,Tuggerah Lakes Secondary College Berkeley Vale Campus,,
2149,8564.0,Holsworthy High School,,
2150,8565.0,Hawkesbury High School,,
2151,8566.0,Melville High School,,
2152,8567.0,Northern Beaches Secondary College Manly Campus,,
2153,8568.0,Northern Beaches Secondary College Freshwater Senior Campus,,
2154,8569.0,Eagle Vale High School,,
2155,8570.0,Ambarvale High School,,
2156,8571.0,St Clair High School,,
2157,8572.0,Rutherford Technology High School,,
2158,8573.0,Winmalee High School,,
2159,8574.0,Mount View High School,,
2160,8575.0,Robert Townson High School,,
2161,8577.0,Byron Bay High School,,
2162,8578.0,Alstonville High School,,
2163,8579.0,Kingscliff High School,,
2164,8580.0,Cranebrook High School,,
2165,8581.0,Batemans Bay High School,,
2166,8582.0,Bossley Park High School,,
2167,8583.0,Menai High School,,
2168,8584.0,Elizabeth Macarthur High School,,
2169,8585.0,Kincumber High School,,
2170,8586.0,Albion Park High School,,
2171,8587.0,Sydney Distance Education High School,,
2172,8588.0,NSW School of Languages,,
2173,8589.0,Thomas Reddall High School,,
2174,8590.0,Erskine Park High School,,
2175,8591.0,Narara Valley High School,,
2176,8592.0,Cherrybrook Technology High School,,
2177,8593.0,Vincentia High School,,
2178,8594.0,Quakers Hill High School,,
2179,8595.0,Nambucca Heads High School,,
2180,8596.0,Wollumbin High School,,
2181,8598.0,Oberon High School,,
2182,8804.0,Belmore Boys High School,,
2183,8806.0,Canterbury Girls High School,,
2184,8811.0,Granville Boys High School,,
2185,8813.0,Georges River College Hurstville Boys Campus,,
2186,8819.0,Hunter School of Performing Arts,,
2187,8822.0,Macarthur Girls High School,,
2188,8831.0,Northern Beaches Secondary College Mackellar Girls Campus,,
2189,8832.0,Ashfield Boys High School,,
2190,8833.0,Dulwich High School of Visual Arts and Design,,
2191,8851.0,Northern Beaches Secondary College Balgowlah Boys Campus,,
2192,8852.0,The Jannali High School,,
2193,8854.0,Birrong Girls High School,,
2194,8857.0,Georges River College Penshurst Girls Campus,,
2195,8870.0,St Marys Senior High School,,
2196,8878.0,Bulli High School,,
