,School Code,School Full Name,Original RAM Funding $,RAM Funding - post Adjustments $
767,2933.0,Rand Public School,,
768,2935.0,Rankins Springs Public School,,
769,2937.0,Rappville Public School,,
770,2943.0,Raymond Terrace Public School,,
771,2946.0,Redhead Public School,,
772,2948.0,Red Range Public School,,
773,2950.0,Regents Park Public School,,
774,2951.0,Regentville Public School,,
775,2955.0,Repton Public School,,
776,2958.0,Revesby Public School,,
777,2965.0,Richmond North Public School,,
778,2968.0,The Risk Public School,,
779,2970.0,Riverstone Public School,,
780,2971.0,Robertson Public School,,
781,2973.0,Rockdale Public School,,
782,2974.0,Rockley Public School,,
783,2976.0,The Rock Central School,,
784,2980.0,Whian Whian Public School,,
785,2983.0,Rocky River Public School,,
786,2985.0,Rollands Plains Upper Public School,,
787,2987.0,Rosebank Public School,,
788,2988.0,Rose Bay Public School,,
789,2994.0,Roseville Public School,,
790,2996.0,Rosewood Public School,,
791,2997.0,Ross Hill Public School,,
792,2999.0,Rossmore Public School,,
793,3006.0,Rous Public School,,
794,3008.0,Rouse Hill Public School,,
795,3013.0,Rukenvale Public School,,
796,3020.0,Rydalmere Public School,,
797,3021.0,Ryde Public School,,
798,3022.0,North Ryde Public School,,
799,3023.0,West Ryde Public School,,
800,3024.0,Rye Park Public School,,
801,3025.0,Rylstone Public School,,
802,3029.0,St Johns Park Public School,,
803,3031.0,St Marys Public School,,
804,3032.0,St Peters Public School,,
805,3035.0,Salt Ash Public School,,
806,3038.0,Sans Souci Public School,,
807,3042.0,Sawtell Public School,,
808,3045.0,Scarborough Public School,,
809,3046.0,Schofields Public School,,
810,3048.0,Seaham Public School,,
811,3053.0,Seven Hills North Public School,,
812,3060.0,Shellharbour Public School,,
813,3065.0,Shortland Public School,,
814,3070.0,Singleton Public School,,
815,3073.0,Smithfield Public School,,
816,3075.0,Smithtown Public School,,
817,3077.0,Sofala Public School,,
818,3078.0,Somersby Public School,,
819,3079.0,Somerton Public School,,
820,3083.0,South West Rocks Public School,,
821,3089.0,Spring Hill Public School,,
822,3091.0,Spring Ridge Public School,,
823,3093.0,Spring Terrace Public School,,
824,3095.0,Springwood Public School,,
825,3103.0,Stanwell Park Public School,,
826,3104.0,Warrawong Public School,,
827,3109.0,Stockinbingal Public School,,
828,3110.0,Stockton Public School,,
829,3112.0,Stokers Siding Public School,,
830,3119.0,Stratford Public School,,
831,3122.0,Stratheden Public School,,
832,3123.0,Strathfield North Public School,,
833,3124.0,Strathfield South Public School,,
834,3125.0,Stroud Public School,,
835,3126.0,Stroud Road Public School,,
836,3127.0,Stuart Town Public School,,
837,3129.0,Summer Hill Public School,,
838,3136.0,Sutherland Public School,,
839,3137.0,Sutton Public School,,
840,3141.0,Swansea Public School,,
841,3143.0,Sylvania Public School,,
842,3145.0,Tabulam Public School,,
843,3147.0,Tacoma Public School,,
844,3148.0,Tahmoor Public School,,
845,3153.0,Tallimba Public School,,
846,3154.0,Tallong Public School,,
847,3156.0,Tambar Springs Public School,,
848,3157.0,Tamworth Public School,,
849,3158.0,Tamworth West Public School,,
850,3159.0,Tanja Public School,,
851,3162.0,Tarago Public School,,
852,3163.0,Taralga Public School,,
853,3165.0,Tarcutta Public School,,
854,3167.0,Taree Public School,,
855,3168.0,Taren Point Public School,,
856,3173.0,Tathra Public School,,
857,3175.0,Tea Gardens Public School,,
858,3176.0,Telegraph Point Public School,,
859,3178.0,Temora Public School,,
860,3180.0,Tenambit Public School,,
861,3182.0,The Sir Henry Parkes Memorial Public School,,
862,3183.0,Teralba Public School,,
863,3185.0,Terara Public School,,
864,3189.0,Terranora Public School,,
865,3190.0,Terrey Hills Public School,,
866,3191.0,Terrigal Public School,,
867,3195.0,Tharbogang Public School,,
868,3200.0,Thirlmere Public School,,
869,3201.0,Thirroul Public School,,
870,3204.0,Thornton Public School,,
871,3208.0,Thurgoona Public School,,
872,3211.0,Tibooburra Outback Public School,,
873,3213.0,Tighes Hill Public School,,
874,3214.0,Central Tilba Public School,,
875,3218.0,Tingha Public School,,
876,3219.0,Tinonee Public School,,
877,3221.0,Tintinhull Public School,,
878,3222.0,Tirranna Public School,,
879,3225.0,Tocumwal Public School,,
880,3226.0,Tomerong Public School,,
881,3235.0,Tooleybuc Central School,,
882,3236.0,Main Arm Upper Public School,,
883,3239.0,Toomelah Public School,,
884,3240.0,Toongabbie Public School,,
885,3242.0,Tooraweenah Public School,,
886,3247.0,Toronto Public School,,
887,3249.0,Tottenham Central School,,
888,3250.0,Toukley Public School,,
889,3252.0,Towamba Public School,,
890,3254.0,Trangie Central School,,
891,3255.0,Tregeagle Public School,,
892,3259.0,Trundle Central School,,
893,3260.0,Trunkey Public School,,
894,3263.0,Tucabia Public School,,
895,3269.0,Tuggerah Public School,,
896,3270.0,Tullamore Central School,,
897,3272.0,Tullibigeal Central School,,
898,3275.0,Tumbarumba Public School,,
899,3277.0,Tumbulgum Public School,,
900,3278.0,Tumut Public School,,
901,3283.0,Tuntable Creek Public School,,
902,3288.0,Turramurra North Public School,,
903,3290.0,Tweed Heads Public School,,
904,3293.0,Tyalgum Public School,,
905,3298.0,Uki Public School,,
906,3302.0,Ulladulla Public School,,
907,3303.0,Ulmarra Public School,,
908,3304.0,Ulong Public School,,
909,3305.0,Ultimo Public School,,
910,3308.0,Unanderra Public School,,
911,3310.0,Undercliffe Public School,,
912,3311.0,Ungarie Central School,,
913,3314.0,Urana Public School,,
914,3316.0,Urbenville Public School,,
915,3318.0,Urunga Public School,,
916,3321.0,Vacy Public School,,
917,3325.0,Vaucluse Public School,,
918,3328.0,Carramar Public School,,
919,3329.0,Vineyard Public School,,
920,3330.0,Wagga Wagga Public School,,
921,3332.0,North Wagga Public School,,
922,3333.0,South Wagga Public School,,
923,3334.0,Waitara Public School,,
924,3336.0,Wakool Burraboi Public School,,
925,3338.0,Walbundrie Public School,,
926,3340.0,Walcha Central School,,
927,3342.0,Walgett Community College - Primary School,,
928,3343.0,Walhallow Public School,,
929,3345.0,Wallabadah Public School,,
930,3346.0,Wallacia Public School,,
931,3352.0,Walla Walla Public School,,
932,3353.0,Wallendbeen Public School,,
933,3354.0,Wallerawang Public School,,
934,3357.0,Wallsend Public School,,
935,3358.0,West Wallsend Public School,,
936,3364.0,Wamoon Public School,,
937,3365.0,Wanaaring Public School,,
938,3373.0,Wangi Wangi Public School,,
939,3377.0,Waratah Public School,,
940,3378.0,Wardell Public School,,
941,3382.0,Warialda Public School,,
942,3384.0,Warners Bay Public School,,
943,3390.0,Warrawee Public School,,
944,3392.0,Warren Central School,,
945,3396.0,Waterfall Public School,,
946,3402.0,Wattle Flat Public School,,
947,3404.0,Wauchope Public School,,
948,3412.0,Wee Jasper Public School,,
949,3415.0,Weethalle Public School,,
950,3416.0,Wee Waa Public School,,
951,3420.0,Wellington Public School,,
952,3421.0,Wentworth Public School,,
953,3422.0,Wentworth Falls Public School,,
954,3423.0,Wentworthville Public School,,
955,3425.0,Werris Creek Public School,,
956,3428.0,Westdale Public School,,
957,3431.0,Weston Public School,,
958,3435.0,White Cliffs Public School,,
959,3438.0,Whitton-Murrami Public School,,
960,3439.0,Wiangaree Public School,,
961,3441.0,Wilberforce Public School,,
962,3442.0,Wilcannia Central School,,
963,3445.0,Willawarrin Public School,,
964,3449.0,Willoughby Public School,,
965,3451.0,Willow Tree Public School,,
966,3453.0,Athelstane Public School,,
967,3454.0,Wilsons Creek Public School,,
968,3457.0,Windellama Public School,,
969,3459.0,Windsor Public School,,
970,3461.0,Wingello Public School,,
971,3470.0,Wisemans Ferry Public School,,
972,3475.0,Wollongbar Public School,,
973,3477.0,Wollongong West Public School,,
974,3479.0,Wolumla Public School,,
975,3482.0,Wombat Public School,,
976,3487.0,Wongarbon Public School,,
977,3490.0,Woodburn Public School,,
978,3491.0,Woodenbong Central School,,
979,3499.0,Woodstock Public School,,
980,3501.0,Woolbrook Public School,,
981,3503.0,Woolgoolga Public School,,
982,3504.0,Borenore Public School,,
983,3506.0,Woolomin Public School,,
984,3510.0,Woonona Public School,,
985,3518.0,Wyalong Public School,,
986,3519.0,West Wyalong Public School,,
987,3521.0,Wyangala Dam Public School,,
988,3522.0,Wyee Public School,,
989,3525.0,Wyndham Public School,,
990,3527.0,Wyong Public School,,
991,3528.0,Wyong Creek Public School,,
992,3529.0,Wyrallah Public School,,
993,3533.0,Yamba Public School,,
994,3534.0,Table Top Public School,,
995,3536.0,Yanco Public School,,
996,3537.0,Yanderra Public School,,
997,3547.0,Yarrowitch Public School,,
998,3549.0,Yass Public School,,
999,3554.0,Yenda Public School,,
1000,3555.0,Yeoval Central School,,
1001,3556.0,Yerong Creek Public School,,
1002,3559.0,Yetman Public School,,
1003,3561.0,Yoogali Public School,,
1004,3563.0,Young Public School,,
1005,3564.0,Edgeworth Public School,,
1006,3566.0,Zig Zag Public School,,
1007,3578.0,Pottsville Beach Public School,,
1008,3580.0,Rowena Public School,,
1009,3591.0,Dubbo West Public School,,
1010,3593.0,Oyster Bay Public School,,
1011,3594.0,Louth Public School,,
1012,3615.0,Kemps Creek Public School,,
1013,3626.0,Enngonia Public School,,
1014,3632.0,Fairfield Heights Public School,,
1015,3635.0,Scotts Head Public School,,
1016,3640.0,Afterlee Public School,,
1017,3643.0,Stuarts Point Public School,,
1018,3659.0,Sussex Inlet Public School,,
1019,3668.0,Cronulla South Public School,,
1020,3673.0,St Georges Basin Public School,,
1021,3678.0,Warwick Farm Public School,,
1022,3690.0,Oxley Vale Public School,,
1023,3696.0,Soldiers Point Public School,,
1024,3698.0,Chester Hill Public School,,
1025,3702.0,Georges Hall Public School,,
1026,3703.0,South Coogee Public School,,
1027,3717.0,Croppa Creek Public School,,
1028,3719.0,Annangrove Public School,,
1029,3735.0,Woronora River Public School,,
1030,3736.0,Balgowlah Heights Public School,,
1031,3741.0,Goulburn West Public School,,
1032,3743.0,Riverwood Public School,,
1033,3744.0,Warragamba Public School,,
1034,3748.0,Belrose Public School,,
1035,3760.0,Upper Coopers Creek Public School,,
1036,3762.0,Wiripaang Public School,,
1037,3765.0,Bundeena Public School,,
1038,3777.0,Pymble Public School,,
1039,3789.0,Condell Park Public School,,
1040,3792.0,Avalon Public School,,
1041,3794.0,Bald Face Public School,,
1042,3795.0,Hamilton South Public School,,
1043,3796.0,Lugarno Public School,,
1044,3797.0,Oatley West Public School,,
1045,3798.0,New Lambton South Public School,,
1046,3808.0,Chullora Public School,,
1047,3820.0,Tarrawanna Public School,,
1048,3822.0,Sutherland North Public School,,
1049,3824.0,Bathurst West Public School,,
1050,3826.0,Gwynneville Public School,,
1051,3827.0,Narraweena Public School,,
1052,3829.0,Jannali Public School,,
1053,3830.0,Ramsgate Public School,,
1054,3831.0,Chalmers Road School,,
1055,3833.0,Wahroonga Public School,,
1056,3840.0,Parramatta East Public School,,
1057,3846.0,Melrose Park Public School,,
1058,3847.0,Bathurst South Public School,,
1059,3851.0,Wallsend South Public School,,
1060,3854.0,Hazelbrook Public School,,
1061,3855.0,Turramurra Public School,,
1062,3856.0,Wyrallah Road Public School,,
1063,3860.0,Oak Flats Public School,,
1064,3862.0,Denistone East Public School,,
1065,3863.0,Meadowbank Public School,,
1066,3864.0,Uralla Central School,,
1067,3866.0,Towradgi Public School,,
1068,3867.0,Lake Illawarra South Public School,,
1069,3869.0,Yagoona Public School,,
1070,3871.0,Wattle Grove Public School,,
1071,3872.0,Greenwell Point Public School,,
1072,3873.0,Dobroyd Point Public School,,
1073,3874.0,Kahibah Public School,,
1074,3875.0,Narwee Public School,,
1075,3876.0,Muswellbrook South Public School,,
1076,3877.0,Corrimal East Public School,,
1077,3881.0,Mount St Thomas Public School,,
1078,3882.0,Tamworth South Public School,,
1079,3883.0,Westmead Public School,,
1080,3885.0,Mount Colah Public School,,
1081,3886.0,McCallums Hill Public School,,
1082,3890.0,Cooma North Public School,,
1083,3893.0,Windale Public School,,
1084,3895.0,Cardiff South Public School,,
1085,3896.0,Como West Public School,,
1086,3897.0,Hamilton North Public School,,
1087,3898.0,Marks Point Public School,,
1088,3903.0,Glen Alice Public School,,
1089,3904.0,Argenton Public School,,
1090,3905.0,Pagewood Public School,,
1091,3906.0,Narrabeen North Public School,,
1092,3908.0,Lane Cove West Public School,,
1093,3909.0,Taree West Public School,,
1094,3912.0,Palinyewah Public School,,
1095,3914.0,Grays Point Public School,,
1096,3918.0,Killara Public School,,
1097,3919.0,Castle Cove Public School,,
1098,3922.0,Albury North Public School,,
1099,3923.0,Kapooka Public School,,
1100,3924.0,East Hills Public School,,
1101,3925.0,Curl Curl North Public School,,
1102,3927.0,Belmont North Public School,,
1103,3931.0,Seven Hills Public School,,
1104,3932.0,Waratah West Public School,,
1105,3935.0,Crown Street Public School,,
1106,3939.0,Mount Hutton Public School,,
1107,3943.0,Gordon West Public School,,
1108,3944.0,Beverly Hills North Public School,,
1109,3945.0,Finley Public School,,
1110,3946.0,Maclean Public School,,
1111,3947.0,Quirindi Public School,,
1112,3948.0,Tempe Public School,,
1113,3949.0,Maitland Public School,,
1114,3950.0,Manly Village Public School,,
1115,3951.0,Marrickville West Public School,,
1116,3952.0,Marrickville Public School,,
1117,3953.0,Waverley Public School,,
1118,3954.0,Wollongong Public School,,
1119,3956.0,Beaumont Road Public School,,
1120,3957.0,Woolooware Public School,,
1121,3958.0,Padstow Heights Public School,,
1122,3960.0,Waniora Public School,,
1123,3964.0,Figtree Public School,,
1124,3966.0,Blackalls Park Public School,,
1125,3968.0,Speers Point Public School,,
1126,3970.0,Collaroy Plateau Public School,,
1127,3971.0,Beacon Hill Public School,,
1128,3972.0,Caringbah North Public School,,
1129,3973.0,Russell Vale Public School,,
1130,3976.0,Farmborough Road Public School,,
1131,3977.0,Villawood East Public School,,
1132,3979.0,Bellambi Public School,,
1133,3980.0,Cabramatta West Public School,,
1134,3981.0,Chester Hill North Public School,,
1135,3983.0,Canley Heights Public School,,
1136,3984.0,Balgowlah North Public School,,
1137,3985.0,Gordon East Public School,,
1138,3986.0,Yennora Public School,,
1139,3987.0,Katoomba North Public School,,
1140,3988.0,Biraban Public School,,
1141,3993.0,Pendle Hill Public School,,
1142,3995.0,Umina Beach Public School,,
1143,3996.0,Fern Bay Public School,,
1144,3997.0,Hilltop Road Public School,,
1145,3999.0,Richmond Public School,,
1146,4000.0,Guildford West Public School,,
1147,4004.0,Jannali East Public School,,
1148,4005.0,Warilla Public School,,
1149,4009.0,Fairvale Public School,,
1150,4011.0,Lake Heights Public School,,
1151,4012.0,Panania North Public School,,
1152,4013.0,Peakhurst West Public School,,
1153,4014.0,Chatham Public School,,
1154,4015.0,Mowbray Public School,,
1155,4016.0,Revesby South Public School,,
1156,4017.0,Booragul Public School,,
1157,4018.0,Gunnedah South Public School,,
1158,4019.0,Forestville Public School,,
1159,4020.0,Glenroi Heights Public School,,
1160,4021.0,Manly Vale Public School,,
1161,4022.0,Coal Point Public School,,
1162,4024.0,Sylvania Heights Public School,,
1163,4027.0,Griffith North Public School,,
1164,4029.0,Dundas Public School,,
1165,4034.0,Eleebana Public School,,
1166,4037.0,Cringila Public School,,
1167,4038.0,Epping Heights Public School,,
1168,4041.0,Eastwood Heights Public School,,
1169,4042.0,Lindsay Park Public School,,
1170,4049.0,Mount Kuring-gai Public School,,
1171,4050.0,Point Clare Public School,,
1172,4051.0,Penshurst West Public School,,
1173,4054.0,Kingscliff Public School,,
1174,4055.0,Oxley Park Public School,,
1175,4056.0,Rooty Hill Public School,,
1176,4057.0,Birrong Public School,,
1177,4058.0,Leumeah Public School,,
1178,4059.0,Wattawa Heights Public School,,
1179,4060.0,Cambridge Park Public School,,
1180,4061.0,Blacktown North Public School,,
1181,4064.0,Macquarie Fields Public School,,
1182,4065.0,Villawood North Public School,,
1183,4066.0,Windsor South Public School,,
1184,4067.0,Matraville Soldiers Settlement Public School,,
1185,4071.0,Oatlands Public School,,
1186,4075.0,Kirrawee Public School,,
1187,4077.0,Illawong Public School,,
1188,4083.0,Kemblawarra Public School,,
1189,4084.0,Lilli Pilli Public School,,
1190,4085.0,Lismore Heights Public School,,
1191,4088.0,Padstow North Public School,,
1192,4089.0,Middleton Public School,,
1193,4092.0,Hannans Road Public School,,
1194,4095.0,Mount Ousley Public School,,
1195,4097.0,Tuggerawong Public School,,
1196,4100.0,Forbes North Public School,,
1197,4101.0,Murwillumbah East Public School,,
1198,4103.0,Telopea Public School,,
1199,4106.0,Nowra Hill Public School,,
1200,4110.0,Central Mangrove Public School,,
1201,4111.0,Tweed Heads South Public School,,
1202,4112.0,Deniliquin South Public School,,
1203,4116.0,Blacktown West Public School,,
1204,4117.0,Warnervale Public School,,
1205,4118.0,Moree East Public School,,
1206,4121.0,Albion Park Rail Public School,,
1207,4122.0,Miranda North Public School,,
1208,4123.0,Rydalmere East Public School,,
1209,4124.0,Yowie Bay Public School,,
1210,4125.0,Ermington West Public School,,
1211,4126.0,Campbelltown North Public School,,
1212,4127.0,Queanbeyan West Public School,,
1213,4129.0,Heaton Public School,,
1214,4131.0,Young North Public School,,
1215,4132.0,Arcadia Vale Public School,,
1216,4136.0,Garden Suburb Public School,,
1217,4138.0,Penrith South Public School,,
1218,4142.0,Bankstown West Public School,,
1219,4144.0,Turvey Park Public School,,
1220,4147.0,Erskineville Public School,,
1221,4148.0,Castlereagh Public School,,
1222,4149.0,North Haven Public School,,
1223,4151.0,Tower Street Public School,,
1224,4155.0,Edgeworth Heights Public School,,
1225,4157.0,Yates Avenue Public School,,
1226,4160.0,Kent Road Public School,,
1227,4161.0,Liverpool West Public School,,
1228,4162.0,Seven Hills West Public School,,
1229,4163.0,Elermore Vale Public School,,
1230,4164.0,Truscott Street Public School,,
1231,4165.0,Epping North Public School,,
1232,4166.0,Marayong Public School,,
1233,4168.0,Lavington East Public School,,
1234,4173.0,Kooringal Public School,,
1235,4177.0,Albert Park Public School,,
1236,4180.0,Berkeley West Public School,,
1237,4183.0,Budgewoi Public School,,
1238,4184.0,Lennox Head Public School,,
1239,4185.0,Valentine Public School,,
1240,4190.0,Black Springs Public School,,
1241,4191.0,Lalor Park Public School,,
1242,4192.0,Bert Oldfield Public School,,
1243,4193.0,Blacktown South Public School,,
1244,4194.0,Charlestown East Public School,,
1245,4195.0,Warrimoo Public School,,
1246,4196.0,Kempsey South Public School,,
1247,4197.0,Blacksmiths Public School,,
1248,4198.0,Casula Public School,,
1249,4199.0,Elanora Heights Public School,,
1250,4200.0,Allambie Heights Public School,,
1251,4203.0,Kotara South Public School,,
1252,4204.0,Parkes East Public School,,
1253,4205.0,St Marys North Public School,,
1254,4206.0,Biddabah Public School,,
1255,4207.0,Glendale East Public School,,
1256,4208.0,Fennell Bay Public School,,
1257,4209.0,Temora West Public School,,
1258,4210.0,Mount Pritchard East Public School,,
1259,4212.0,Quakers Hill East Public School,,
1260,4214.0,Narrandera East Infants School,,
1261,4215.0,Mount Austin Public School,,
1262,4217.0,Banksia Road Public School,,
1263,4218.0,Gosford East Public School,,
1264,4221.0,Loftus Public School,,
1265,4222.0,Darcy Road Public School,,
1266,4225.0,Tulloona Public School,,
1267,4228.0,Bullarah Public School,,
1268,4230.0,Laguna Street Public School,,
1269,4232.0,Morgan Street Public School,,
1270,4233.0,Railway Town Public School,,
1271,4241.0,Cromer Public School,,
1272,4246.0,Illaroo Road Public School,,
1273,4248.0,Vardys Road Public School,,
1274,4249.0,Wheeler Heights Public School,,
1275,4250.0,Randwick Public School,,
1276,4256.0,Nowra East Public School,,
1277,4257.0,Ryde East Public School,,
1278,4258.0,Lynwood Park Public School,,
1279,4259.0,Burraneer Bay Public School,,
1280,4262.0,Mallawa Public School,,
1281,4263.0,Tarro Public School,,
1282,4266.0,Lakelands Public School,,
1283,4268.0,Griffith East Public School,,
1284,4270.0,Khancoban Public School,,
1285,4274.0,Hornsby Heights Public School,,
1286,4275.0,Normanhurst West Public School,,
1287,4276.0,Thornleigh West Public School,,
1288,4277.0,Campbelltown East Public School,,
1289,4278.0,Marsden Road Public School,,
1290,4279.0,St Marys South Public School,,
1291,4281.0,Deniliquin North Public School,,
1292,4282.0,Marayong Heights Public School,,
1293,4283.0,West Pymble Public School,,
1294,4285.0,Bennett Road Public School,,
1295,4286.0,Camden South Public School,,
1296,4288.0,Holsworthy Public School,,
1297,4289.0,Lurnea Public School,,
1298,4290.0,Mount Druitt Public School,,
1299,4291.0,Balarang Public School,,
1300,4292.0,Engadine West Public School,,
1301,4293.0,St Ives North Public School,,
1302,4294.0,Roselea Public School,,
1303,4296.0,Woonona East Public School,,
1304,4298.0,Yarrawarrah Public School,,
1305,4299.0,Chifley Public School,,
1306,4305.0,Weilmoringle Public School,,
1307,4310.0,Walters Road Public School,,
1308,4311.0,Bardia Public School,,
1309,4312.0,Ringrose Public School,,
1310,4313.0,Blaxland East Public School,,
1311,4314.0,Harrington Street Public School,,
1312,4316.0,Mannering Park Public School,,
1313,4318.0,Hillsborough Public School,,
1314,4319.0,Sadleir Public School,,
1315,4320.0,Gwandalan Public School,,
1316,4323.0,Peakhurst South Public School,,
1317,4324.0,Charlestown South Public School,,
1318,4327.0,Marayong South Public School,,
1319,4328.0,Sherwood Grange Public School,,
1320,4329.0,Woy Woy South Public School,,
1321,4331.0,St Ives Public School,,
1322,4333.0,Warilla North Public School,,
1323,4336.0,Heckenberg Public School,,
1324,4337.0,Busby Public School,,
1325,4338.0,Miller Public School,,
1326,4339.0,Kingswood South Public School,,
1327,4342.0,Picnic Point Public School,,
1328,4344.0,Ashcroft Public School,,
1329,4346.0,Kingswood Park Public School,,
1330,4348.0,Coleambally Central School,,
1331,4354.0,Faulconbridge Public School,,
1332,4355.0,Smithfield West Public School,,
1333,4357.0,Pleasant Heights Public School,,
1334,4359.0,Bilgola Plateau Public School,,
1335,4360.0,Cartwright Public School,,
1336,4364.0,Toongabbie West Public School,,
1337,4365.0,Hornsby North Public School,,
1338,4366.0,Toongabbie East Public School,,
1339,4367.0,Caves Beach Public School,,
1340,4368.0,Wakehurst Public School,,
1341,4369.0,Lewisham Public School,,
1342,4370.0,Belair Public School,,
1343,4371.0,Queanbeyan East Public School,,
1344,4372.0,Irrawang Public School,,
1345,4374.0,Talbingo Public School,,
1346,4375.0,Ashmont Public School,,
1347,4377.0,Baulkham Hills North Public School,,
1348,4378.0,Whalan Public School,,
1349,4379.0,Floraville Public School,,
1350,4380.0,Calare Public School,,
1351,4381.0,Shelley Public School,,
1352,4382.0,Jasper Road Public School,,
1353,4383.0,E A Southee Public School,,
1354,4386.0,Killarney Heights Public School,,
1355,4389.0,Gymea North Public School,,
1356,4391.0,Lansvale East Public School,,
1357,4393.0,Carlingford West Public School,,
1358,4394.0,Queanbeyan South Public School,,
1359,4395.0,Mount Warrigal Public School,,
1360,4396.0,Busby West Public School,,
1361,4397.0,Wyoming Public School,,
1362,4398.0,Chertsey Primary School,,
1363,4399.0,Hayes Park Public School,,
1364,4400.0,St Ives Park Public School,,
1365,4401.0,Murray Farm Public School,,
1366,4402.0,Tregear Public School,,
1367,4403.0,Bradbury Public School,,
1368,4404.0,Narranga Public School,,
1369,4405.0,Beresford Road Public School,,
1370,4406.0,Bradfordville Public School,,
1371,4407.0,Hume Public School,,
1372,4408.0,Lethbridge Park Public School,,
1373,4409.0,Koonawarra Public School,,
1374,4410.0,Red Hill Public School,,
1375,4411.0,Westport Public School,,
1376,4413.0,Parkview Public School,,
1377,4416.0,Merewether Heights Public School,,
1378,4417.0,Winston Hills Public School,,
1379,4418.0,Edward Public School,,
1380,4420.0,Nuwarra Public School,,
1381,4421.0,Gillwinga Public School,,
1382,4422.0,Emerton Public School,,
1383,4423.0,Mount Brown Public School,,
1384,4424.0,Lapstone Public School,,
1385,4426.0,Killarney Vale Public School,,
1386,4427.0,Niagara Park Public School,,
1387,4428.0,Southern Cross Public School,,
1388,4431.0,Marton Public School,,
1389,4432.0,Mimosa Public School,,
1390,4433.0,Wideview Public School,,
1391,4435.0,Mount Riverview Public School,,
1392,4436.0,Winmalee Public School,,
1393,4437.0,Hillvue Public School,,
1394,4438.0,Wollondilly Public School,,
1395,4440.0,Cherrybrook Public School,,
1396,4441.0,Crestwood Public School,,
1397,4442.0,Emu Heights Public School,,
1398,4444.0,Metella Road Public School,,
1399,4446.0,Dawson Public School,,
1400,4447.0,Hebersham Public School,,
1401,4449.0,Madang Avenue Public School,,
1402,4450.0,Berinba Public School,,
1403,4452.0,Hobartville Public School,,
1404,4453.0,Blackett Public School,,
1405,4454.0,Marra Creek Public School,,
1406,4456.0,Franklin Public School,,
1407,4457.0,Sturt Public School,,
1408,4458.0,Briar Road Public School,,
1409,4459.0,Woodberry Public School,,
1410,4460.0,Curran Public School,,
1411,4461.0,Guise Public School,,
1412,4462.0,Figtree Heights Public School,,
1413,4463.0,Flinders Public School,,
1414,4464.0,Sanctuary Point Public School,,
1415,4466.0,Mawarra Public School,,
1416,4467.0,King Park Public School,,
1417,4468.0,Glenroy Public School,,
1418,4469.0,Jewells Primary School,,
1419,4470.0,Willmot Public School,,
1420,4471.0,Winston Heights Public School,,
1421,4473.0,Werrington Public School,,
1422,4474.0,Widemere Public School,,
1423,4475.0,Leonay Public School,,
1424,4476.0,Shalvey Public School,,
1425,4478.0,Newling Public School,,
1426,4479.0,John Warby Public School,,
1427,4480.0,Bidwill Public School,,
1428,4481.0,St Andrews Public School,,
1429,4482.0,York Public School,,
1430,4483.0,Grose View Public School,,
1431,4484.0,Cambridge Gardens Public School,,
1432,4485.0,Culburra Public School,,
1433,4486.0,Singleton Heights Public School,,
1434,4488.0,Kareela Public School,,
1435,4489.0,Ruse Public School,,
1436,4490.0,Campbellfield Public School,,
1437,4491.0,Sackville Street Public School,,
1438,4492.0,Woodland Road Public School,,
1439,4493.0,Noumea Public School,,
1440,4494.0,Hampden Park Public School,,
1441,4496.0,Dulwich Hill Public School,,
1442,4498.0,Minnamurra Public School,,
1443,4499.0,Newbridge Heights Public School,,
1444,4500.0,Nareena Hills Public School,,
1445,4501.0,Barrack Heights Public School,,
1446,4502.0,Petersham Public School,,
1447,4503.0,Tyalla Public School,,
1448,4504.0,Crawford Public School,,
1449,4505.0,Ambarvale Public School,,
1450,4506.0,Toormina Public School,,
1451,4507.0,Bonnet Bay Public School,,
1452,4508.0,Valley View Public School,,
1453,4509.0,Sarah Redfern Public School,,
1454,4510.0,Claymore Public School,,
1455,4514.0,King Street Public School,,
1456,4515.0,Kambora Public School,,
1457,4516.0,Eastlakes Public School,,
1458,4517.0,Gorokan Public School,,
1459,4518.0,The Grange Public School,,
1460,4520.0,Bateau Bay Public School,,
1461,4521.0,Metford Public School,,
1462,4522.0,Wamberal Public School,,
1463,4523.0,Springdale Heights Public School,,
1464,4524.0,Hastings Public School,,
1465,4525.0,Braddock Public School,,
1466,4526.0,Matthew Pearce Public School,,
1467,4527.0,Clairgate Public School,,
1468,4528.0,Kings Langley Public School,,
1469,4529.0,Glenwood Public School,,
1470,4531.0,St Clair Public School,,
1471,4533.0,Tuncurry Public School,,
1472,4534.0,Orama Public School,,
1473,4535.0,Blairmount Public School,,
1474,4536.0,Bangor Public School,,
1475,4537.0,Rosemeadow Public School,,
1476,4538.0,Bowen Public School,,
1477,4539.0,Thomas Acres Public School,,
1478,4541.0,Werrington County Public School,,
1479,4542.0,Chittaway Bay Public School,,
1480,4543.0,Wilkins Public School,,
1481,4544.0,Jamisontown Public School,,
1482,4545.0,Bonnyrigg Public School,,
1483,4546.0,Katoomba Public School,,
1484,4547.0,Tanilba Bay Public School,,
1485,4548.0,Copacabana Public School,,
1486,4549.0,Orana Heights Public School,,
1487,4551.0,Plunkett Street Public School,,
1488,4552.0,Manning Gardens Public School,,
1489,4553.0,Wiley Park Public School,,
1490,4554.0,Prairievale Public School,,
1491,4555.0,Cudgegong Valley Public School,,
1492,4556.0,Wytaliba Public School,,
